title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Winterwanderung Marbacher Genusstour'],['easy'],['Winter hiking'],3.45km,00:55h,47hm,864 - 911m,rating-1,rating-1,260834
['Flühli - Wasserfall Chessiloch'],['medium'],['Hiking'],3.79km,01:10h,210hm,"882 - 1,092m",rating-,rating-3,199808
['Römerweg'],['easy'],['Thematic route'],4.26km,01:30h,125hm,339 - 485m,rating-,rating-2,133123
['Luzerner Weg: Luzern - Werthenstein'],['medium'],['Hiking'],18.85km,05:15h,408hm,434 - 638m,rating-,rating-3,156752
['Schneeschuhtrail Brämegg'],['easy'],['Snowshoe'],2.99km,01:45h,140hm,"1,457 - 1,597m",rating-2,rating-2,514904
['Gemütliche Wanderung durch die Tunnels am Hoch Weg'],['easy'],['Thematic route'],7.63km,02:02h,35hm,452 - 488m,rating-1,rating-1,72204
['Schneeschuhtrail 885: Haldi'],['medium'],['Snowshoe'],6.92km,02:52h,387hm,"1,081 - 1,446m",rating-3,rating-4,164697
['Wellnesstour im Zurzibiet'],['difficult'],['Cycling'],68.29km,04:00h,368hm,314 - 520m,rating-2,rating-5,120821
['Surenenpass - Historischer Übergang'],['difficult'],['Hiking'],20.52km,07:30h,"1,001hm","1,002 - 2,281m",rating-4,rating-6,58696
['Mittelpunkt Aargau'],['easy'],['Hiking'],11.18km,03:10h,250hm,354 - 647m,rating-2,rating-2,276181
['Rund um den Morgartenberg'],['medium'],['Mountainbike'],22.87km,02:45h,702hm,"749 - 1,250m",rating-2,rating-3,723901
['Himmlische Pfade: Einsiedeln - Stadt Zug'],['difficult'],['Pilgrimage'],28.32km,08:20h,700hm,"415 - 1,152m",rating-,rating-6,156896
['Alter Schwyzerweg'],['medium'],['Hiking'],13.53km,04:11h,351hm,"513 - 1,415m",rating-3,rating-3,229072
['Alpenkranz 5. Etappe: Eggberge - Schön Chulm - Lidernenhütte'],['medium'],['long-distance walking trail'],8.82km,04:00h,769hm,"1,440 - 2,140m",rating-2,rating-3,212800
['Bireggwald - Oberrüti - Luzern'],['easy'],['Hiking'],7.32km,02:04h,101hm,434 - 600m,rating-1,rating-1,294645
['Moorlehrpfad Fliesgaden'],['easy'],['Thematic route'],2.56km,00:50h,106hm,"1,436 - 1,541m",rating-1,rating-1,251892
['Rundwanderung Heiligkreuz-First'],['easy'],['Hiking'],7.58km,02:45h,442hm,"1,117 - 1,559m",rating-1,rating-2,190758
['Familienwanderung Erlebnisweg Gurtnellen'],['easy'],['Thematic route'],3.99km,01:12h,65hm,647 - 742m,rating-1,rating-1,205618
['Dammahütte SAC'],['medium'],['Hiking'],10.75km,04:15h,826hm,"1,785 - 2,439m",rating-4,rating-4,251894
['Oberalppass - Fellilücke'],['medium'],['Hiking'],12.64km,04:20h,431hm,"1,436 - 2,474m",rating-4,rating-3,260832
['Schneeschuhtrail Heiligkreuz - Reistegg - First'],['easy'],['Snowshoe'],3.15km,01:20h,308hm,"1,124 - 1,432m",rating-,rating-2,262258
['Brunni - Rotenflue Rundwanderung'],['medium'],['Hiking'],5.83km,01:30h,472hm,"1,099 - 1,571m",rating-2,rating-3,622256
['Schützenried-Rundweg (Schweiz Mobil Route 560)'],['medium'],['Winter hiking'],14.11km,03:30h,76hm,888 - 959m,rating-2,rating-4,928879
['Panoramawanderung Stäuber'],[],['Hiking'],9.19km,02:36h,13hm,"1,082 - 1,854m",rating-,rating-0,513783
['Von Stäfeli via Mittaggüpfi - Stäfeliflue - Blaue Tosse - Risetestock - Stäfeli'],['medium'],['Hiking'],10km,04:15h,925hm,"1,305 - 1,921m",rating-3,rating-3,654490
['Chänzeli-Tour'],['medium'],['Thematic route'],8.33km,02:41h,390hm,353 - 512m,rating-3,rating-4,602803
['Alpenkranz 31. Etappe: Salbithütte - Wassen - Sustenpass'],['medium'],['long-distance walking trail'],11.19km,04:35h,487hm,"924 - 2,373m",rating-3,rating-4,244041
['Jochpass-Trail'],['easy'],['Mountainbike'],3.84km,00:17h,-,"1,771 - 2,206m",rating-2,rating-1,177083
['Wiss Emme Weg - Escholzmatt-Schüpfheim'],['easy'],['Hiking'],9.12km,02:26h,50hm,716 - 902m,rating-1,rating-2,258526
['Einsiedeln-Schwyz (Panoramabike Etappe 6)'],['medium'],['Mountainbike'],24.89km,02:30h,607hm,"515 - 1,414m",rating-,rating-3,693224
['Wildspitz'],['difficult'],['Mountainbike'],20.79km,04:10h,"1,127hm","506 - 1,560m",rating-4,rating-4,65379
['Haldi Bike - 413 SchweizMobil'],['medium'],['Mountainbike'],22.32km,03:00h,"1,000hm","447 - 1,446m",rating-3,rating-3,129996
['Weg der Schweiz - Rütli-Seelisberg - SchweizMobil Nr. 99'],['medium'],['Hiking'],3.08km,01:12h,375hm,442 - 798m,rating-,rating-3,244841
['Der Häuserweg'],['easy'],['Thematic route'],4.43km,00:45h,17hm,322 - 351m,rating-1,rating-2,117046
['Himmlische Pfade: Einsiedeln - Stadt Zug'],['difficult'],['Pilgrimage'],28.32km,08:20h,700hm,"415 - 1,152m",rating-,rating-6,156896
['Oberalppass: Andermatt - Sedrun'],[],['Hiking'],22.89km,00:20h,646hm,"1,404 - 2,046m",rating-,rating-0,260817
['Geologischer Wanderweg'],['medium'],['Thematic route'],3.58km,01:18h,28hm,"1,799 - 2,456m",rating-3,rating-4,458393
['Schneeschuhtrail Golfplatz Flühli - Sörenberg'],['medium'],['Snowshoe'],6.6km,02:30h,333hm,"924 - 1,196m",rating-1,rating-3,162992
['Der Waldweg'],['medium'],['Thematic route'],8.89km,02:30h,207hm,339 - 513m,rating-2,rating-3,117049
['Gottardo - Wanderweg'],['medium'],['Thematic route'],33.81km,09:30h,429hm,"448 - 1,111m",rating-2,rating-4,260889
['Höhenweg Turren - Brienzer Rothorn'],['medium'],['Hiking'],9.12km,03:51h,995hm,"1,513 - 2,328m",rating-3,rating-3,257159
['Gotthardpass: Hospental - Airolo'],[],['Hiking'],22.5km,00:20h,656hm,"1,142 - 2,091m",rating-,rating-0,260902
['Chatzenstrick'],['easy'],['Hiking'],4.47km,01:22h,173hm,"881 - 1,054m",rating-2,rating-2,258007
['Flösserweg Laufenburg-Stilli'],['difficult'],['Thematic route'],20.65km,05:00h,449hm,301 - 633m,rating-,rating-5,133115
['Surrenenpass'],['medium'],['Hiking'],23km,06:30h,"1,400hm","596 - 2,279m",rating-3,rating-4,6746
['Aare-Route: Von Aarau nach Koblenz'],['easy'],['Cycling'],43.5km,02:58h,66hm,316 - 385m,rating-1,rating-1,300047
['Himmlische Pfade: Ingenbohl - Einsiedeln'],['difficult'],['Pilgrimage'],23.55km,07:25h,"1,020hm","437 - 1,405m",rating-,rating-6,156893
['Oberiberg-Furggelen-Ibergeregg'],['medium'],['Snowshoe'],10.32km,05:30h,618hm,"1,083 - 1,625m",rating-4,rating-3,267163
['Der Naturweg'],['easy'],['Thematic route'],8.97km,02:30h,92hm,319 - 390m,rating-1,rating-2,117050
['Schöpfungsweg Teil 1'],['difficult'],['Thematic route'],20.91km,07:00h,992hm,"538 - 1,189m",rating-3,rating-5,68467
['Sonnentauweg Sörenberg'],['easy'],['Thematic route'],1.36km,00:25h,50hm,"1,470 - 1,509m",rating-1,rating-1,601914
['Schöpfungsweg Teil 2'],['medium'],['Thematic route'],23.49km,08:42h,"1,510hm","610 - 1,621m",rating-3,rating-4,70276
['Schneeschuhtrail 880: Göschenen'],['medium'],['Snowshoe'],2.72km,01:02h,91hm,"1,100 - 1,194m",rating-2,rating-3,165230
['Alpenblumenweg um den Klewenstock'],['easy'],['Hiking'],3.06km,01:00h,64hm,"1,582 - 1,642m",rating-,rating-1,563554
['Alpenkranz 1. Etappe:  Klewenalp - Hinterjochli - Gitschenen (Isenthal)'],['medium'],['long-distance walking trail'],7.53km,03:00h,597hm,"1,523 - 2,106m",rating-2,rating-4,100608
['Höhenweg Hoch-Ybrig'],['easy'],['Hiking'],2.89km,01:00h,118hm,"1,663 - 1,825m",rating-2,rating-2,265538
['Grenzschutz (Ausflug in die Vergangenheit)'],['medium'],['Hiking'],16.67km,05:20h,365hm,264 - 501m,rating-,rating-3,357289
['Schneeschuhtrail 875: Andermatt'],['easy'],['Snowshoe'],2.93km,01:13h,142hm,"1,446 - 1,589m",rating-2,rating-2,165228
['Römerstadt & Aussichtsturm'],['medium'],['Hiking'],9.78km,02:45h,420hm,266 - 606m,rating-1,rating-3,132994
['Haldi Bike - 413 SchweizMobil'],['medium'],['Mountainbike'],22.32km,03:00h,"1,000hm","447 - 1,446m",rating-3,rating-3,129996
['Panoramawanderung über dem Urnersee von Bauen nach Emmetten'],['medium'],['Hiking'],12.54km,04:27h,803hm,"437 - 1,086m",rating-1,rating-3,75906
['von Adligenswil aufs Michelskreuz nach Meierskappel'],['easy'],['Hiking'],11.41km,03:02h,432hm,497 - 830m,rating-1,rating-2,177653
['Fricktaler Höhenweg (2): Zeiningen - Wegenstetten'],['medium'],['Hiking'],12.77km,03:30h,336hm,338 - 580m,rating-1,rating-3,120831
['Stoos - Rieter'],['easy'],['Snowshoe'],3.52km,01:25h,187hm,"1,203 - 1,338m",rating-1,rating-2,74618
['Schutzwaldpfad Heiligkreuz'],['easy'],['Thematic route'],1.93km,00:41h,171hm,"1,116 - 1,287m",rating-2,rating-2,294097
['Winterwandern Seebodenalp'],['easy'],['Winter hiking'],2.15km,01:00h,54hm,"1,020 - 1,074m",rating-2,rating-2,76052
['Winterwanderweg 511: Realp - Tiefenbach'],['medium'],['Winter hiking'],7.44km,02:24h,559hm,"1,544 - 2,103m",rating-,rating-4,164691
['Stöckalp - Tannalp'],[],['Mountainbike'],24.9km,02:30h,980hm,"1,068 - 2,001m",rating-3,rating-5,2258
['Himmlische Pfade: Ingenbohl - Einsiedeln'],['difficult'],['Pilgrimage'],23.55km,07:25h,"1,020hm","437 - 1,405m",rating-,rating-6,156893
"['Hildisrieden - Herlisberg - Hitzkirch, Natur und Landschaft am Erlosen']",[],['Hiking'],12.2km,03:11h,142hm,465 - 809m,rating-,rating-0,522355
['Im Hexen-Paradies – Wirzweli/Wiesenberg'],['medium'],['Hiking'],10.54km,03:30h,440hm,"1,006 - 1,579m",rating-1,rating-4,563551
['Panoramaweg Sihlsee'],['easy'],['Thematic route'],9.39km,02:34h,146hm,877 - 966m,rating-1,rating-2,252481
['4-Seen Biketour «Tour +» in Engelberg'],['difficult'],['Mountainbike'],74.67km,10:08h,"2,025hm","445 - 2,209m",rating-3,rating-6,177093
['Panoramaweg zur Linner Linde'],['easy'],['Hiking'],7.72km,02:15h,235hm,340 - 585m,rating-1,rating-2,120905
['Rundweg Wollerau-Becki-Erlenmoos'],['medium'],['Hiking'],5.59km,01:38h,177hm,499 - 642m,rating-,rating-3,505555
['Zugerberg - via Blasenberg - Rundwanderung'],['easy'],['Hiking'],9.62km,02:04h,437hm,572 - 983m,rating-1,rating-3,932157
['Hohfadweg'],[],['Hiking'],13.13km,03:57h,449hm,"999 - 1,448m",rating-,rating-0,202595
['Gemütliche Wanderung durch die Tunnels am Hoch Weg'],['easy'],['Thematic route'],7.63km,02:02h,35hm,452 - 488m,rating-1,rating-1,72204
['Bonistock Rundtour'],['medium'],['Hiking'],9.62km,02:50h,396hm,"1,894 - 2,182m",rating-3,rating-3,543685
['Fluonalp - Dundelegg'],['easy'],['Hiking'],4.65km,01:27h,194hm,"1,552 - 1,742m",rating-1,rating-1,423912
['Schloss Hallwyl – Eichberg – Schloss Hallwyl'],['medium'],['Hiking'],13.02km,03:31h,260hm,422 - 622m,rating-,rating-3,254341
['Wellness3-Tour: Schinznach Bad - Rheinfelden'],['medium'],['Cycling'],50.04km,05:00h,319hm,262 - 585m,rating-2,rating-4,120863
['Suworow Velo-Route'],['difficult'],['Cycling'],71.03km,07:42h,"1,983hm","453 - 1,551m",rating-,rating-6,162711
['Aare-Route: Von Aarau nach Koblenz'],['easy'],['Cycling'],43.5km,02:58h,66hm,316 - 385m,rating-1,rating-1,300047
['Schutzwaldpfad Heiligkreuz'],['easy'],['Thematic route'],1.93km,00:41h,171hm,"1,116 - 1,287m",rating-2,rating-2,294097
['Rundweg Golf'],['easy'],['Hiking'],7.37km,02:00h,113hm,"1,430 - 1,535m",rating-2,rating-2,251875
['Altishofen - Bellevue - Grossdietwil'],['medium'],['Hiking'],11.86km,03:30h,412hm,482 - 732m,rating-,rating-3,610961
['Winterwanderweg 513: Andermatt - Nätschen'],['medium'],['Winter hiking'],5.87km,01:47h,402hm,"1,436 - 1,838m",rating-2,rating-4,164694
['Urwaldweg Bödmeren'],['medium'],['Hiking'],10.22km,03:13h,313hm,"1,375 - 1,687m",rating-3,rating-3,453516
['Freiämterweg: Othmarsingen - Schongau'],['difficult'],['Hiking'],24.14km,06:30h,701hm,393 - 745m,rating-2,rating-6,120940
['Wetterfrosch-Wanderweg gross'],['easy'],['Thematic route'],5.81km,01:42h,186hm,610 - 796m,rating-,rating-2,158682
['Rorschacher Ast: Siebnen - Einsiedeln'],['difficult'],['Pilgrimage'],19.37km,05:44h,657hm,426 - 949m,rating-,rating-6,156741
['Rund um den Roggenstock'],['medium'],['Hiking'],10.53km,03:32h,569hm,"1,087 - 1,572m",rating-3,rating-3,189908
['Fluonalp - Dundelegg'],['easy'],['Hiking'],4.65km,01:27h,194hm,"1,552 - 1,742m",rating-1,rating-1,423912
['Höhenweg Fürenalp - Dagenstal - Zieblen'],[],['Hiking'],7.95km,02:53h,169hm,"1,031 - 1,840m",rating-,rating-0,513786
['Rundtour Willisau - Ostergau'],['easy'],['Hiking'],8.84km,02:30h,219hm,548 - 717m,rating-2,rating-2,291209
"['Alpoglen Trail, Mörlialp']",['medium'],['Snowshoe'],1.91km,00:55h,206hm,"1,350 - 1,556m",rating-3,rating-2,257184
['Kindli-Weg: Gersau - Kindli-Kapelle am See'],['easy'],['Hiking'],4.3km,01:18h,89hm,435 - 524m,rating-1,rating-2,613172
['Schneeschuh Tour Luthern Bad - Niespel - Badegg'],['easy'],['Snowshoe'],3.58km,01:30h,180hm,"873 - 1,020m",rating-2,rating-2,274496
['Rundtour Ettiswil - Kottwil - Wauwilermoos'],['medium'],['Hiking'],14.93km,04:00h,260hm,498 - 655m,rating-2,rating-3,610959
['Seewligrat Biketour am Bürgenstock'],['medium'],['Mountainbike'],27.04km,03:08h,722hm,435 - 905m,rating-4,rating-3,444853
['Schlittelpiste Luftseilbahn Illgau-St.Karl'],[],['Sledge'],2.34km,00:09h,11hm,"816 - 1,179m",rating-,rating-0,498700
"['Auenpark, Biobad und Schloss Wildegg']",['easy'],['Hiking'],12.29km,03:05h,82hm,350 - 427m,rating-,rating-2,476514
['Oberhöfler Wanderwege'],['medium'],['Hiking'],5.63km,01:37h,199hm,466 - 665m,rating-1,rating-3,552486
['Route Beinwil am See – Hallwil'],['medium'],['Hiking'],14.74km,03:45h,97hm,447 - 521m,rating-3,rating-3,63234
['Naturkundlicher Höhenweg Isenthal Route 1'],['difficult'],['Hiking'],18.75km,06:50h,"1,199hm","768 - 1,869m",rating-2,rating-5,942113
['Tell-Trail Etappe 8: Lungern - Brienzer Rothorn - Sörenberg'],['medium'],['Hiking'],19.71km,05:30h,"1,170hm","690 - 2,328m",rating-3,rating-4,972240
['Naturlehrpfad Lungern'],[],['Thematic route'],2.7km,00:56h,171hm,714 - 853m,rating-,rating-0,312298
['Panorama-Rundwanderung Melchsee-Frutt - Planplatten - Melchsee-Frutt'],[],['Hiking'],34.5km,06:00h,"1,920hm","1,891 - 2,429m",rating-3,rating-3,7598
['Gelfingen - Horben - Baldegg'],['easy'],['Hiking'],15.37km,04:24h,419hm,466 - 858m,rating-,rating-2,254354
['Illgau - Rundweg Oberberg'],['easy'],['Winter hiking'],2.5km,00:50h,104hm,"1,150 - 1,255m",rating-,rating-2,162061
['Winterwanderweg Rigi Staffel - First'],['medium'],['Winter hiking'],2.22km,00:50h,37hm,"1,454 - 1,633m",rating-2,rating-3,81705
['Zur Rheinquelle: Oberalppass -Tomasee'],['medium'],['Hiking'],7.96km,04:00h,468hm,"1,981 - 2,368m",rating-3,rating-2,68875
['Freiämterweg: Bremgarten - Othmarsingen'],['difficult'],['Hiking'],21.75km,05:30h,326hm,370 - 589m,rating-2,rating-5,120935
['Andermatt-Göschenen durch die Schöllenen'],['medium'],['Hiking'],4.79km,01:20h,4hm,"1,111 - 1,444m",rating-3,rating-2,251863
['Arni-Gurtnellen Dorf'],['easy'],['Hiking'],6.53km,01:55h,46hm,"928 - 1,370m",rating-2,rating-2,251422
['Nebikon - Ebersecken - Fischbach'],['medium'],['Hiking'],12.18km,03:30h,466hm,483 - 739m,rating-,rating-3,640826
['Winterwanderung Kulinarisches Wintervergnügen in Marbach'],['easy'],['Winter hiking'],3.7km,01:10h,75hm,861 - 910m,rating-1,rating-1,503624
['Rundwanderung Gersau - Ausserurmi- Märis-Bänkli - Gersau'],['medium'],['Hiking'],9.97km,03:34h,636hm,"435 - 1,071m",rating-2,rating-3,613199
['Tomasee'],['medium'],['Hiking'],8.88km,03:20h,459hm,"1,981 - 2,345m",rating-3,rating-3,251879
['Sarneraatal Route'],['medium'],['Cycling'],29.55km,02:15h,218hm,435 - 825m,rating-2,rating-3,885349
['Rundweg Lungerersee'],['easy'],['Hiking'],9.77km,02:35h,76hm,689 - 757m,rating-1,rating-2,319576
['Rundweg St. Meinrad – Etzelkulm'],['medium'],['Hiking'],2.87km,01:01h,148hm,"949 - 1,098m",rating-,rating-3,491842
['Etappe: Illgau - Muotathal | Schwyzer Tal- & Gipfeltour'],['medium'],['Hiking'],5.85km,01:46h,145hm,598 - 881m,rating-3,rating-4,82233
['Alpenkranz 40. Etappe: Spannorthütte -Surenenpass - Brüsti'],['medium'],['long-distance walking trail'],14.27km,05:45h,950hm,"1,386 - 2,293m",rating-3,rating-4,245408
['Naturkundlicher Höhenweg Schächental'],['easy'],['Hiking'],8.57km,03:01h,281hm,"1,610 - 2,060m",rating-2,rating-2,65426
['WF - Lautlos durch verschneite Wälder 1'],['medium'],['Snowshoe'],7.62km,03:30h,400hm,"1,175 - 1,469m",rating-1,rating-3,510755
['Kulinarische Wanderung entlang des «Weges der Schweiz»'],['easy'],['Hiking'],9.23km,03:09h,472hm,435 - 873m,rating-,rating-2,656513
['Familienwanderung Eggberge - Biel'],['easy'],['Thematic route'],8.53km,02:50h,434hm,"1,440 - 1,874m",rating-2,rating-2,205615
['Vitznauer-/Gersauerstock'],['difficult'],['Hiking'],5.39km,02:39h,615hm,"857 - 1,445m",rating-6,rating-6,463033
['Winterwanderweg 512: Urserental'],['medium'],['Winter hiking'],9.33km,02:25h,111hm,"1,431 - 1,539m",rating-2,rating-4,164695
['Tiersteinberg Bike'],['medium'],['Mountainbike'],31.08km,03:15h,652hm,354 - 744m,rating-4,rating-4,120812
['Rundweg Wollerau-Altenbach-Becki'],['medium'],['Hiking'],5.52km,01:37h,151hm,499 - 645m,rating-,rating-3,195069
['Winterwanderung Rund um den Golfplatz in Flühli'],['easy'],['Winter hiking'],2.31km,00:45h,48hm,924 - 971m,rating-,rating-1,159437
['Stoos - Fronalpstock'],['difficult'],['Snowshoe'],3.11km,01:50h,592hm,"1,315 - 1,907m",rating-3,rating-5,90022
['Unteraegeri – Wildspitz – Unteraegeri'],['medium'],['Mountainbike'],29.32km,03:35h,868hm,"725 - 1,562m",rating-2,rating-3,1002852
['Jura-Höhenweg: Von Baden bis zum Geissfluegrat'],['medium'],['Hiking'],39.41km,11:32h,"1,172hm",330 - 963m,rating-3,rating-3,300801
['Bike-Tour Schöllenen - Stöckli - Riental'],['difficult'],['Mountainbike'],25.54km,04:16h,"1,432hm","1,084 - 2,479m",rating-4,rating-4,99106
['Wasserschloss Wanderung'],['easy'],['Hiking'],10.15km,02:29h,34hm,328 - 362m,rating-1,rating-2,120813
['Rundweg Schwändi'],['medium'],['Hiking'],8.23km,02:45h,411hm,412 - 823m,rating-,rating-3,505583
['Vier-Quellen-Weg'],[],['long-distance walking trail'],85.53km,27:50h,"4,553hm","1,353 - 2,776m",rating-,rating-0,546953
['Rothenthurm – das grösste Hochmoor der Schweiz'],['medium'],['Winter hiking'],3.69km,00:55h,27hm,904 - 927m,rating-1,rating-3,907678
"['Via Urschweiz, 2. Etappe']",['medium'],['Hiking'],8.44km,03:13h,869hm,"776 - 1,547m",rating-2,rating-3,198397
['Schächetaler Höhenweg'],['difficult'],['Hiking'],20.99km,07:00h,"1,418hm","1,448 - 1,955m",rating-4,rating-6,55732
['Winterwanderweg 520: Ruoggig - Biel - Ratzi'],['medium'],['Winter hiking'],7.76km,02:18h,342hm,"1,506 - 1,738m",rating-2,rating-4,164696
['Emmenuferweg'],['medium'],['Hiking'],58.47km,15:07h,113hm,"436 - 1,302m",rating-,rating-3,157653
"['2-Tagestour,  Passo Bornengo - Capanna Cadlimo']",['medium'],['Hiking'],22.93km,09:00h,915hm,"1,911 - 2,632m",rating-3,rating-4,215686
['Melchsee-Frutt - Tannalp - Melchsee-Frutt'],['easy'],['Winter hiking'],8.8km,02:25h,130hm,"1,894 - 1,991m",rating-,rating-2,257168
"['Schwyzer Höhenweg, Etappe 5, Haggenegg – Einsiedeln']",['difficult'],['Hiking'],21.79km,07:30h,797hm,"883 - 1,643m",rating-3,rating-5,71079
['Familientour im Jurapark Aargau'],['medium'],['Cycling'],35.02km,03:00h,799hm,358 - 676m,rating-2,rating-3,120817
['Felix Hoffmann-Weg'],['difficult'],['Thematic route'],27.46km,06:45h,170hm,350 - 466m,rating-,rating-6,120825
"['Via Urschweiz, 2. Etappe']",['medium'],['Hiking'],8.44km,03:13h,869hm,"776 - 1,547m",rating-2,rating-3,198397
['Oberalppass – Disentis'],['difficult'],['Mountainbike'],30.53km,04:00h,940hm,"1,130 - 2,151m",rating-,rating-5,90792
['Turren - Breitenfeld -Turren'],['easy'],['Winter hiking'],4.97km,02:00h,263hm,"1,512 - 1,763m",rating-2,rating-2,524986
['Schöpfungsweg'],['difficult'],['Thematic route'],43.83km,15:56h,"2,278hm","538 - 1,622m",rating-3,rating-5,74628
['Bergwanderung von Unterschächen zum Wäspen-Seeli'],['medium'],['Hiking'],12.02km,04:56h,"1,111hm","1,059 - 2,143m",rating-4,rating-4,59482
['Etappe: Gratwanderweg Stoos | Schwyzer Tal- & Gipfeltour'],['difficult'],['Hiking'],12.58km,04:50h,873hm,"1,267 - 1,927m",rating-3,rating-5,90018
['Gratwanderweg Stoos'],['difficult'],['Hiking'],4.52km,01:48h,282hm,"1,731 - 1,927m",rating-3,rating-5,72119
['Zyberliland Romoos - der abenteuerliche Bärgmandli-Themenweg'],['easy'],['Thematic route'],5.6km,01:42h,210hm,789 - 999m,rating-1,rating-1,219457
['Rund um den Hallwilersee'],['medium'],['Mountainbike'],30.81km,03:30h,375hm,450 - 659m,rating-1,rating-3,171154
['Radtour Pragel - Klausenpass'],['difficult'],['Cycling'],130.23km,11:39h,"3,176hm","434 - 1,947m",rating-3,rating-6,99102
"['Schöftland - Beinwil am See, Aargauer Aussichtsweg']",['medium'],['Hiking'],17.42km,05:12h,606hm,457 - 787m,rating-,rating-3,531842
['Unteraegeri – Wildspitz – Unteraegeri'],['medium'],['Mountainbike'],29.32km,03:35h,868hm,"725 - 1,562m",rating-2,rating-3,1002852
['Industriekulturpfad Limmat-Wasserschloss'],['easy'],['Hiking'],10.49km,02:38h,24hm,328 - 362m,rating-,rating-2,476516
['Himmlische Pfade: St-Urban - Luthern Bad'],['difficult'],['Pilgrimage'],33.28km,09:30h,879hm,452 - 912m,rating-,rating-6,156770
['Sinnespfad und Sauriermuseum'],['easy'],['Hiking'],3.37km,00:53h,48hm,390 - 437m,rating-,rating-2,476491
['Fricktaler Höhenweg (4): Frick - Sennhütten'],['medium'],['Hiking'],14.51km,04:15h,476hm,343 - 720m,rating-2,rating-4,120939
['Rundwanderung auf dem Panoramaweg Morschach'],['medium'],['Hiking'],5.6km,01:40h,270hm,642 - 847m,rating-2,rating-3,72166
['Bike-Route 417: Chinzig Bike-Tour'],['difficult'],['Mountainbike'],64.72km,10:38h,"2,878hm","434 - 2,073m",rating-3,rating-6,99105
"['Weg der Schweiz: Etappe 2, Seelisberg–Flüelen']",['medium'],['Hiking'],16.12km,05:00h,436hm,433 - 873m,rating-3,rating-3,658345
['Seetal–Bözberg'],['medium'],['Cycling'],92.08km,06:25h,411hm,299 - 585m,rating-3,rating-3,300795
['Polenweg: Seebodenalp – Oberarth'],['medium'],['Hiking'],8.26km,02:20h,46hm,"446 - 1,056m",rating-3,rating-3,361160
['Iron Bike-Tour'],['difficult'],['Mountainbike'],99.78km,14:33h,"3,437hm","827 - 1,763m",rating-6,rating-6,176910
['BUIRÄBÄHNLI SAFARI Etappe 1'],['difficult'],['Thematic route'],22.39km,06:00h,938hm,"510 - 1,747m",rating-2,rating-5,132284
['Andermatt-Göschenen durch die Schöllenen'],['medium'],['Hiking'],4.79km,01:20h,4hm,"1,111 - 1,444m",rating-3,rating-2,251863
['Huebäbni'],['medium'],['Hiking'],8.83km,03:00h,234hm,471 - 619m,rating-2,rating-3,129548
['Route Tellskapelle – Brunnen'],['medium'],['Hiking'],10.33km,03:53h,598hm,437 - 818m,rating-3,rating-3,71360
['Laub'],[],['Ski-Freeride'],3.16km,00:09h,1hm,"1,255 - 2,449m",rating-,rating-0,283320
['Winterwanderung Gerzensee'],['easy'],['Winter hiking'],8.04km,02:05h,60hm,542 - 593m,rating-1,rating-2,485646
['Schneeschuhtrail 875: Andermatt'],['easy'],['Snowshoe'],2.93km,01:13h,142hm,"1,446 - 1,589m",rating-2,rating-2,165228
['Winterwanderung Marbachegg-Bumbach'],['easy'],['Winter hiking'],5.23km,01:29h,-,"932 - 1,468m",rating-2,rating-2,260880
['Innerschweiz-Weg: Stans - Flüeli-Ranft'],['medium'],['Pilgrimage'],16.13km,04:50h,597hm,453 - 803m,rating-,rating-3,156740
['Weg durchs grüne Band'],['medium'],['Hiking'],10.56km,02:57h,220hm,405 - 628m,rating-,rating-3,187843
['Arnisee - Hinterarni & Arnisee - Vorderarni'],['medium'],['Snowshoe'],6.73km,02:45h,249hm,"1,289 - 1,409m",rating-,rating-3,248565
['Steinbock-Trek Brienzer Rothorn 1. Etappe'],['medium'],['Hiking'],7.47km,03:30h,865hm,"1,464 - 2,328m",rating-2,rating-4,163342
['Das Herz der Schweiz erkunden und die Mitte finden'],['medium'],['Hiking'],42.96km,13:04h,"1,107hm","470 - 2,230m",rating-3,rating-2,356288
['Seebodenalp Panoramaweg'],['easy'],['Hiking'],5.3km,01:13h,212hm,"1,018 - 1,125m",rating-1,rating-2,784269
['Illgau - St. Karl-Ibergeregg-Rundweg'],['medium'],['Winter hiking'],6.38km,02:35h,380hm,"1,114 - 1,364m",rating-,rating-3,162059
['Familienwanderung Oberalppass - Tschamut'],['easy'],['Hiking'],3.89km,01:30h,33hm,"1,672 - 2,041m",rating-1,rating-1,53555
['Von Voralphütte via Horenfellistock und Bergseeschijen nach Bergseehütte'],['difficult'],['long-distance walking trail'],6.3km,04:45h,930hm,"2,052 - 2,805m",rating-4,rating-3,618982
['Urigen - Ratzi'],['easy'],['Hiking'],4.96km,01:50h,357hm,"1,162 - 1,516m",rating-1,rating-1,59734
['Rundtour Menznau - Soppisee'],['medium'],['Hiking'],13.61km,03:30h,388hm,566 - 678m,rating-1,rating-3,594236
['Fricktaler Höhenweg'],['medium'],['Hiking'],64.51km,18:24h,"1,687hm",284 - 749m,rating-1,rating-4,157631
['Fürstein - Wanderung zwischen Waldemme und Sarnersee'],['medium'],['Hiking'],8.84km,04:15h,690hm,"1,326 - 2,039m",rating-3,rating-4,132226
['Von Riemenstalden über Rophaien und Äbneter Stöckli'],['difficult'],['Hiking'],14.5km,06:00h,"1,350hm","1,000 - 2,087m",rating-4,rating-4,616548
