title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['ViaSurprise-Zubringer: Welschenrohr - Passwang'],['difficult'],['Hiking'],17.39km,05:30h,950hm,"679 - 1,202m",rating-2,rating-5,130637
['Der Klassiker unter den Jurawanderungen'],['medium'],['Hiking'],11.44km,03:50h,560hm,"1,178 - 1,443m",rating-3,rating-2,162691
['Creux du Van (2): La Grand Vy - Noiraigue'],['medium'],['Snowshoe'],7.35km,02:00h,90hm,"722 - 1,463m",rating-3,rating-4,984802
['Von Noiraigue nach Creux du Van'],['medium'],['Hiking'],14.3km,04:30h,750hm,"725 - 1,456m",rating-3,rating-3,616594
['VM Crettaz'],['easy'],['Hiking'],5.03km,01:25h,158hm,"1,227 - 1,385m",rating-1,rating-2,104902
['NaturaTrail Gruyère P.-Enhaut2'],['easy'],['Thematic route'],9.4km,02:37h,202hm,"904 - 1,046m",rating-2,rating-2,203835
"[""Via L'Etivaz AOP, Etappe 6""]",['easy'],['Thematic route'],3.54km,02:00h,34hm,831 - 918m,rating-,rating-2,75544
['Charmey (Gruyer)'],['easy'],['Hiking'],15.21km,02:28h,"1,087hm",714 - 936m,rating-2,rating-2,924957
['Leysin VM Le flot de Crête'],['easy'],['Hiking'],4.8km,01:27h,125hm,"1,147 - 1,410m",rating-2,rating-2,104899
['3 La Route Verte - 3. Etappe'],['medium'],['Cycling'],81.95km,05:00h,"1,448hm",366 - 942m,rating-3,rating-4,207191
['Schmuggler La Bricotte - 4'],[],['Thematic route'],16.83km,08:00h,502hm,"615 - 1,020m",rating-,rating-0,203862
['Ebike - Route 1: Leimental'],[],['Cycling'],31.52km,02:30h,506hm,289 - 605m,rating-,rating-0,948369
['GFW 25 - Grottes de Reclere'],['easy'],['Hiking'],10.1km,02:50h,230hm,509 - 839m,rating-,rating-2,509605
"[""Via L'Etivaz AOP, Etappe 2""]",['easy'],['Thematic route'],4.09km,02:00h,89hm,"954 - 1,034m",rating-,rating-2,114426
['Natura Trail Doubs - 1'],['difficult'],['Thematic route'],18.99km,08:00h,710hm,"738 - 1,160m",rating-,rating-6,75552
['Schmuggler La Bricotte - 3'],[],['Thematic route'],14.46km,08:00h,205hm,"618 - 1,034m",rating-,rating-0,203859
['Wolfsschlucht-Weg'],['medium'],['Hiking'],9.99km,04:00h,722hm,"599 - 1,177m",rating-,rating-4,64742
['Riggisalp Trail (285)'],['medium'],['Snowshoe'],4.04km,04:00h,474hm,"1,051 - 1,511m",rating-4,rating-4,925530
['Von Basel zum Mont Blanc Etappe 15: Chalet du Soldat – Feutersoey'],['difficult'],['Hiking'],23.25km,06:30h,349hm,"1,009 - 1,928m",rating-2,rating-6,1040668
['Les Bois – Doubs – La Ferrière'],['medium'],['Hiking'],12.37km,08:00h,409hm,"610 - 1,044m",rating-4,rating-4,60584
['Rossienere to Rougemont'],['easy'],['Hiking'],12.79km,03:30h,177hm,"876 - 1,007m",rating-1,rating-1,247258
['Jerusalemweg: Allaman - Lausanne'],['difficult'],['Pilgrimage'],27.13km,06:15h,205hm,372 - 526m,rating-1,rating-5,131288
['Häxewääg'],['easy'],['Thematic route'],4.12km,02:00h,25hm,"1,046 - 1,068m",rating-,rating-2,74649
['wasserreich und hügelig'],['medium'],['Cycling'],80.1km,06:11h,662hm,408 - 795m,rating-3,rating-4,613213
['Riggisalp Trail (285)'],['medium'],['Snowshoe'],4.04km,04:00h,474hm,"1,051 - 1,511m",rating-4,rating-4,925530
['Schwyberg Trail'],['difficult'],['Snowshoe'],9.27km,08:00h,624hm,"1,008 - 1,627m",rating-4,rating-5,925527
['VM Crettaz'],['easy'],['Hiking'],5.03km,01:25h,158hm,"1,227 - 1,385m",rating-1,rating-2,104902
['La Randoline'],['easy'],['Thematic route'],12.45km,04:00h,126hm,"951 - 1,019m",rating-1,rating-2,69490
['Leysin VM Oost-West'],['medium'],['Hiking'],7.55km,02:36h,426hm,"1,388 - 1,814m",rating-2,rating-3,112249
['Sur les rives du Lac de Joux'],['easy'],['Hiking'],13.3km,03:26h,153hm,"1,005 - 1,096m",rating-2,rating-3,735533
['Le Revers'],['medium'],['Snowshoe'],6.85km,04:00h,277hm,"879 - 1,093m",rating-3,rating-3,95949
['Wanderroute Au fil du Doubs 2'],['medium'],['Hiking'],20.35km,08:00h,142hm,493 - 693m,rating-2,rating-4,70822
"[""Via L'Etivaz AOP, Etappe 2""]",['easy'],['Thematic route'],4.09km,02:00h,89hm,"954 - 1,034m",rating-,rating-2,114426
['LEY-JOG - Le Suchet en Boule de Gomme'],[],['Running'],4.86km,00:49h,80hm,"1,185 - 1,265m",rating-,rating-0,552517
['LEY-HDW - Hertenweide + Le Suchet'],[],['Hiking'],5.25km,01:27h,77hm,"1,185 - 1,388m",rating-,rating-0,378743
['Von Basel zum Mont Blanc Etappe 15: Chalet du Soldat – Feutersoey'],['difficult'],['Hiking'],23.25km,06:30h,349hm,"1,009 - 1,928m",rating-2,rating-6,1040668
['Pâturages boisés Neuchâtel'],['easy'],['Thematic route'],7.29km,04:00h,207hm,"1,068 - 1,275m",rating-,rating-2,169362
['Wanderung Vicques – Corban'],['medium'],['Hiking'],11.82km,03:25h,420hm,455 - 774m,rating-3,rating-4,83745
['Aettenberg Trail'],['difficult'],['Snowshoe'],9.37km,04:00h,712hm,"874 - 1,586m",rating-4,rating-5,925526
"[""Via L'Etivaz AOP, Etappe 3b""]",['medium'],['Thematic route'],12.32km,04:00h,522hm,"958 - 1,408m",rating-,rating-4,114430
"[""Via L'Etivaz AOP, Etappe 7""]",['medium'],['Thematic route'],8.24km,04:00h,502hm,"795 - 1,036m",rating-,rating-4,75543
['Over the Oberberg'],['medium'],['Winter hiking'],8.21km,04:00h,337hm,493 - 829m,rating-1,rating-4,60553
['La Randoline'],['easy'],['Thematic route'],12.45km,04:00h,126hm,"951 - 1,019m",rating-1,rating-2,69490
['6 La Route Verte - 6. Etappe'],['medium'],['Cycling'],73.01km,08:00h,"1,438hm","645 - 1,293m",rating-,rating-4,203845
['Über den Oberberg im Sommer'],['medium'],['Hiking'],8.21km,04:00h,337hm,493 - 829m,rating-,rating-4,169361
['Gypsera-Eispaläste-Weg'],['easy'],['Winter hiking'],3.65km,02:00h,10hm,"965 - 1,047m",rating-2,rating-2,925531
['LEY-HDW - Naar de kabelbaan'],[],['Hiking'],2.36km,00:43h,65hm,"1,323 - 1,452m",rating-,rating-0,378748
['Rundgang durch die Wytweiden'],['easy'],['Thematic route'],6.09km,04:00h,68hm,"952 - 1,005m",rating-,rating-2,169354
['4 La Route Verte - 4. Etappe'],['medium'],['Cycling'],45.23km,04:00h,"1,079hm","436 - 1,249m",rating-,rating-4,203842
"[""Via L'Etivaz AOP, Etappe 4""]",['easy'],['Thematic route'],3.44km,02:00h,31hm,882 - 981m,rating-,rating-2,114434
['LEY-DW - Onder het Karreveld door'],[],['Hiking'],12.63km,04:38h,782hm,"1,164 - 1,946m",rating-,rating-0,551099
['Au fil du Doubs - stage 3'],['easy'],['Hiking'],12.98km,04:00h,81hm,473 - 571m,rating-1,rating-2,63224
['Jerusalemweg: Allaman - Lausanne'],['difficult'],['Pilgrimage'],27.13km,06:15h,205hm,372 - 526m,rating-1,rating-5,131288
['Urlandschaft Breccaschlund'],['medium'],['Hiking'],17.08km,08:00h,857hm,"1,046 - 1,666m",rating-3,rating-4,376991
['Le Revers'],['medium'],['Snowshoe'],6.85km,04:00h,277hm,"879 - 1,093m",rating-3,rating-3,95949
['Natura Trail Doubs - 1'],['difficult'],['Thematic route'],18.99km,08:00h,710hm,"738 - 1,160m",rating-,rating-6,75552
['LEY-HDW-Jommekeswandeling'],[],['Hiking'],3.34km,00:58h,65hm,"1,185 - 1,261m",rating-,rating-0,378744
['Jerusalemweg: Moudon - Romont'],['medium'],['Pilgrimage'],14.83km,04:00h,386hm,497 - 810m,rating-1,rating-4,131282
"[""Via L'Etivaz AOP, Etappe 7""]",['medium'],['Thematic route'],8.24km,04:00h,502hm,"795 - 1,036m",rating-,rating-4,75543
['Spannende E-Bike Thaltour'],['easy'],['Cycling'],22.48km,02:00h,392hm,478 - 679m,rating-2,rating-2,69541
"[""Via L'Etivaz AOP, Etappe 2""]",['easy'],['Thematic route'],4.09km,02:00h,89hm,"954 - 1,034m",rating-,rating-2,114426
['NaturaTrail Gruyère P.-Enhaut1'],['medium'],['Thematic route'],15.1km,04:17h,275hm,"882 - 1,498m",rating-2,rating-3,203836
['GFW 29 - An den Doubs'],['difficult'],['Hiking'],16.66km,05:10h,640hm,"500 - 1,020m",rating-5,rating-0,897225
['Natura Trail Gantrisch - 1'],['difficult'],['Thematic route'],15.39km,05:21h,"1,020hm","870 - 1,719m",rating-,rating-6,376990
['Seerundweg Schwarzsee ()'],['easy'],['Winter hiking'],4.11km,02:00h,22hm,"1,046 - 1,068m",rating-1,rating-2,925525
['NaturaTrail Gruyère P.-Enhaut2'],['easy'],['Thematic route'],9.4km,02:37h,202hm,"904 - 1,046m",rating-2,rating-2,203835
"[""Leisure walk, Pays-d'Enhaut""]",['easy'],['Hiking'],10.12km,04:00h,394hm,"891 - 1,146m",rating-1,rating-1,60583
['Le Revers'],['medium'],['Snowshoe'],6.85km,04:00h,277hm,"879 - 1,093m",rating-3,rating-3,95949
['Gypsera-Eispaläste-Weg'],['easy'],['Winter hiking'],3.65km,02:00h,10hm,"965 - 1,047m",rating-2,rating-2,925531
['Via Surprise'],['medium'],['Hiking'],86.27km,26:14h,"3,059hm","287 - 1,204m",rating-,rating-3,573813
['Môtiers-PoëtaRaisse-Chasseron-Buttes'],['medium'],['Hiking'],20.99km,05:27h,926hm,"735 - 1,604m",rating-3,rating-4,699636
['Route Le Noirmont – Pré Petitjean'],['medium'],['Hiking'],13.44km,03:45h,297hm,"927 - 1,093m",rating-3,rating-3,63048
['LEY-RACE - Lac des Chavonnes'],[],['Racing'],38.33km,02:45h,"1,402hm","943 - 1,797m",rating-,rating-0,489504
['Spannende E-Bike Thaltour'],['easy'],['Cycling'],22.48km,02:00h,392hm,478 - 679m,rating-2,rating-2,69541
['3 La Route Verte - 3. Etappe'],['medium'],['Cycling'],81.95km,05:00h,"1,448hm",366 - 942m,rating-3,rating-4,207191
['LEY-HDW-Jommekeswandeling'],[],['Hiking'],3.34km,00:58h,65hm,"1,185 - 1,261m",rating-,rating-0,378744
['Schmuggler La Bricotte - 3'],[],['Thematic route'],14.46km,08:00h,205hm,"618 - 1,034m",rating-,rating-0,203859
['Wanderroute Au fil du Doubs 2'],['medium'],['Hiking'],20.35km,08:00h,142hm,493 - 693m,rating-2,rating-4,70822
['LEY-MTB - La Berneuse - Pierre du Moëllé'],[],['Mountainbike'],26.76km,04:23h,"1,213hm","1,313 - 2,045m",rating-,rating-0,312304
['Ebike - Route 1: Leimental'],[],['Cycling'],31.52km,02:30h,506hm,289 - 605m,rating-,rating-0,948369
['Rossienere to Rougemont'],['easy'],['Hiking'],12.79km,03:30h,177hm,"876 - 1,007m",rating-1,rating-1,247258
"[""Via L'Etivaz AOP, Etappe 2""]",['easy'],['Thematic route'],4.09km,02:00h,89hm,"954 - 1,034m",rating-,rating-2,114426
['wasserreich und hügelig'],['medium'],['Cycling'],80.1km,06:11h,662hm,408 - 795m,rating-3,rating-4,613213
"[""Via L'Etivaz AOP, Etappe 4""]",['easy'],['Thematic route'],3.44km,02:00h,31hm,882 - 981m,rating-,rating-2,114434
['NaturaTrail Gruyère P.-Enhaut1'],['medium'],['Thematic route'],15.1km,04:17h,275hm,"882 - 1,498m",rating-2,rating-3,203836
['Jerusalemweg: Allaman - Lausanne'],['difficult'],['Pilgrimage'],27.13km,06:15h,205hm,372 - 526m,rating-1,rating-5,131288
['NaturaTrail Gruyère P.-Enhaut2'],['easy'],['Thematic route'],9.4km,02:37h,202hm,"904 - 1,046m",rating-2,rating-2,203835
['LEY-RACE - Lac des Chavonnes'],[],['Racing'],38.33km,02:45h,"1,402hm","943 - 1,797m",rating-,rating-0,489504
['Häxewääg'],['easy'],['Thematic route'],4.12km,02:00h,25hm,"1,046 - 1,068m",rating-,rating-2,74649
"['Holzweg Thal, der Erlebnisweg']",['easy'],['Thematic route'],11.37km,04:00h,386hm,511 - 661m,rating-,rating-2,925524
['MTB 1/2 dag Pierre de Moëllé'],[],['Mountainbike'],16.25km,02:24h,575hm,"1,347 - 1,660m",rating-,rating-0,104835
['Balmberg-Weissenstein-Röti-Balmfluehchöpli-Balmberg'],['medium'],['Hiking'],7.17km,01:47h,393hm,"1,054 - 1,393m",rating-4,rating-4,950274
['Fietsroute Col de la Croix'],[],['Cycling'],58.41km,08:04h,"1,664hm","385 - 1,781m",rating-,rating-0,104809
['GFW 24 - Hirnichopf'],[],['Hiking'],11.16km,03:45h,450hm,"621 - 1,026m",rating-,rating-0,848024
['LEY-HDW - Lac des Chavonnes'],[],['Hiking'],6.84km,02:07h,238hm,"1,693 - 1,843m",rating-,rating-0,116902
['Ley NM Les Rouvennes'],[],['Hiking'],8.93km,02:52h,349hm,"1,039 - 1,388m",rating-,rating-0,274927
"['Zum Dach Europas 2. Tag, 1. Etappe']",[],['Cycling'],35.53km,02:30h,167hm,372 - 445m,rating-,rating-0,511170
['La Cascade du Dar - Col du Pillon'],['difficult'],['Via ferrata'],2.24km,03:30h,235hm,"1,453 - 1,611m",rating-,rating-3,82667
['Zwischen Sense und Saane'],['easy'],['Hiking'],10.29km,03:00h,220hm,"760 - 1,032m",rating-2,rating-2,159613
['GFW 40 - Über die Roggenflue'],[],['Hiking'],11.51km,04:00h,600hm,440 - 998m,rating-,rating-0,850695
['Olten-Bornchrüz-Born-Borntrail-Olten'],['medium'],['Mountainbike'],13.69km,02:13h,314hm,415 - 688m,rating-4,rating-4,799608
['Hohe Winde'],['easy'],['Ski tour'],4.18km,01:08h,563hm,"639 - 1,202m",rating-2,rating-2,982144
['La Cascade du Dar - Col du Pillon'],['difficult'],['Via ferrata'],2.24km,03:30h,235hm,"1,453 - 1,611m",rating-,rating-3,82667
['Leysin DT Tour de Famelon'],['medium'],['High tour'],12.53km,04:52h,942hm,"1,381 - 2,143m",rating-,rating-3,272877
['MTB 1/2 dag Tour de Leysin'],[],['Mountainbike'],22.42km,02:42h,648hm,"1,099 - 1,410m",rating-,rating-0,104833
['Creux du Van'],['medium'],['Mountainbike'],21.67km,03:16h,769hm,"446 - 1,458m",rating-3,rating-3,65617
"['joggingtour 5,3 km Villars']",[],['Running'],5.76km,00:58h,105hm,"1,254 - 1,324m",rating-,rating-0,104910
['Leysin op het spoor'],[],['Hiking'],3.46km,00:53h,5hm,"1,252 - 1,388m",rating-,rating-0,312306
['DT  Cabane du Plan Névé'],[],['Hiking'],9.77km,04:24h,"1,033hm","1,246 - 2,259m",rating-,rating-0,104887
['NM. Les Rouvennes'],['medium'],['Hiking'],7.33km,02:24h,348hm,"1,038 - 1,387m",rating-2,rating-3,104895
['Fietsroute 3 cols'],[],['Cycling'],95.22km,11:46h,"2,372hm","900 - 1,781m",rating-,rating-0,104808
['Weissenstein - Grenchen'],['medium'],['Hiking'],17.5km,05:30h,490hm,"599 - 1,410m",rating-3,rating-3,381073
"[""Winter: NM Nid d'Aigle""]",[],['Hiking'],7.63km,02:34h,236hm,"1,256 - 1,468m",rating-,rating-0,104935
['Gruyères - Broc Maison Cailler'],['easy'],['Hiking'],5.85km,01:30h,43hm,684 - 808m,rating-,rating-1,769388
['Von der Grotte zur Felsenkappelle'],['easy'],['Hiking'],11.3km,03:00h,260hm,605 - 748m,rating-2,rating-2,152209
['Magdalena Einsiedelei'],['easy'],['Hiking'],9.73km,02:30h,160hm,532 - 613m,rating-1,rating-2,154452
['Winter: VM Boule de Gomme + Le Suchet'],[],['Hiking'],3.34km,00:58h,63hm,"1,236 - 1,289m",rating-,rating-0,104942
['Balmberg-Weissenstein-Röti-Balmfluehchöpli-Balmberg'],['medium'],['Hiking'],7.17km,01:47h,393hm,"1,054 - 1,393m",rating-4,rating-4,950274
"['Film ab, Gilberte de Courgenay']",[],['Thematic route'],9.37km,02:30h,173hm,422 - 539m,rating-,rating-0,162894
['Aigle - Chamonix (day 16)'],[],['Long distance cycling'],80.65km,08:16h,"1,924hm","381 - 1,530m",rating-,rating-0,97275
['GFW 24 - Hirnichopf'],[],['Hiking'],11.16km,03:45h,450hm,"621 - 1,026m",rating-,rating-0,848024
['Aigle - Chamonix (day 16)'],[],['Long distance cycling'],80.65km,08:16h,"1,924hm","381 - 1,530m",rating-,rating-0,97275
['Oensingen – Roggenflue – Oensingen'],['medium'],['Mountainbike'],14.63km,01:55h,545hm,456 - 998m,rating-2,rating-3,1002872
['Kleiner Ausflug'],['easy'],['Mountainbike'],17.14km,01:27h,226hm,456 - 557m,rating-4,rating-2,753930
['NM panoramawandeling'],[],['Hiking'],6.17km,02:01h,300hm,"1,388 - 1,646m",rating-,rating-0,104907
['GFW 40 - Über die Roggenflue'],[],['Hiking'],11.51km,04:00h,600hm,440 - 998m,rating-,rating-0,850695
['Fietsroute Col de la Croix'],[],['Cycling'],58.41km,08:04h,"1,664hm","385 - 1,781m",rating-,rating-0,104809
['Schlittelweg Grenchenberg - Grenchen'],['medium'],['Sledge'],5.43km,01:10h,10hm,"590 - 1,286m",rating-3,rating-3,97896
['Schleifenroute CH / Lausanne - Morges / Wanderung 4'],[],['Hiking'],12.96km,03:20h,9hm,370 - 405m,rating-,rating-0,65690
['Solothurn - Huttwil via Burgdorf'],['medium'],['Cycling'],55.83km,04:05h,513hm,428 - 824m,rating-2,rating-3,863010
"[""Winter: NM Nid d'Aigle""]",[],['Hiking'],7.63km,02:34h,236hm,"1,256 - 1,468m",rating-,rating-0,104935
"['Zum Dach Europas 2. Tag, 1. Etappe']",[],['Cycling'],35.53km,02:30h,167hm,372 - 445m,rating-,rating-0,511170
"['Film ab, Gilberte de Courgenay']",[],['Thematic route'],9.37km,02:30h,173hm,422 - 539m,rating-,rating-0,162894
['DW La Berneuse'],['medium'],['Hiking'],11.89km,04:15h,692hm,"1,381 - 2,038m",rating-3,rating-3,104892
['Winter: VM Le Flot de Crête'],[],['Hiking'],5.01km,01:33h,128hm,"1,152 - 1,388m",rating-,rating-0,104940
['Saignelegier - Neuchatel (day 13)'],[],['Long distance cycling'],81.71km,06:18h,"1,010hm","429 - 1,329m",rating-,rating-0,97265
['MTB 1/2 dag Tour de Leysin'],[],['Mountainbike'],22.42km,02:42h,648hm,"1,099 - 1,410m",rating-,rating-0,104833
['Leysin DT Tour de Famelon'],['medium'],['High tour'],12.53km,04:52h,942hm,"1,381 - 2,143m",rating-,rating-3,272877
['Baslerweg'],[],['Pilgrimage'],107.62km,31:04h,"2,646hm","247 - 1,280m",rating-,rating-0,157768
['Weissenstein - Grenchen'],['medium'],['Hiking'],17.5km,05:30h,490hm,"599 - 1,410m",rating-3,rating-3,381073
['Solothurn - Bielersee - Solothurn'],['easy'],['Cycling'],60.67km,04:15h,126hm,426 - 490m,rating-,rating-2,761098
['Creux du Van'],['medium'],['Mountainbike'],21.67km,03:16h,769hm,"446 - 1,458m",rating-3,rating-3,65617
['Leysin op het spoor'],[],['Hiking'],3.46km,00:53h,5hm,"1,252 - 1,388m",rating-,rating-0,312306
['Zum Dach Europas 6. Tag'],[],['Cycling'],32.95km,02:42h,261hm,373 - 546m,rating-,rating-0,511172
"[""DW  Gorges de L'Avançon""]",[],['Hiking'],13.04km,04:33h,739hm,"728 - 1,251m",rating-,rating-0,104918
['MTB 1/2 dag Pierre de Moëllé'],[],['Mountainbike'],16.25km,02:24h,575hm,"1,347 - 1,660m",rating-,rating-0,104835
['LEY-HDW - Lac des Chavonnes'],[],['Hiking'],6.84km,02:07h,238hm,"1,693 - 1,843m",rating-,rating-0,116902
['Olten-Bornchrüz-Born-Borntrail-Olten'],['medium'],['Mountainbike'],13.69km,02:13h,314hm,415 - 688m,rating-4,rating-4,799608
['Per Ostgratwanderweg auf das Balmfluehchöpfli'],['medium'],['Hiking'],3.8km,02:30h,501hm,"749 - 1,247m",rating-4,rating-5,287803
['Schleifenroute CH / Lausanne - Morges / Wanderung 4'],[],['Hiking'],12.96km,03:20h,9hm,370 - 405m,rating-,rating-0,65690
