title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Winter-Rundwanderweg Lauenensee'],['medium'],['Winter hiking'],8.56km,02:30h,180hm,"1,237 - 1,410m",rating-3,rating-4,49073
['Interlaken-Rotenegg Aussicht pur'],['medium'],['Mountainbike'],10.4km,03:30h,"1,288hm","613 - 1,792m",rating-3,rating-5,571941
['Bunderspitz'],['medium'],['Hiking'],9.77km,04:48h,726hm,"1,232 - 2,445m",rating-,rating-4,709680
['Auf uralten Wegen aufs Stockhorn'],['difficult'],['Hiking'],10.39km,05:30h,"1,800hm","660 - 2,177m",rating-4,rating-6,50314
['Vom Ruedihus zur Doldenhornhütte SAC'],['medium'],['Hiking'],10.79km,04:40h,961hm,"1,172 - 1,905m",rating-4,rating-4,62318
['Durchs Jahr Wandern - Panorama-Winterwanderweg Wispile (Fondue-Tour)'],['medium'],['Winter hiking'],8.61km,02:40h,20hm,"1,175 - 1,917m",rating-3,rating-3,49060
['Rund um Bern - rund um den Moossee'],['easy'],['Hiking'],6.47km,01:40h,90hm,521 - 571m,rating-1,rating-2,508339
['Im Bann der Blüemlisalp (Oeschinenrundweg)'],['medium'],['Hiking'],10.65km,04:10h,809hm,"1,172 - 2,035m",rating-4,rating-4,48962
"['AlpnessTrail Etappe 8, Lauenen - Gsteig']",['medium'],['long-distance walking trail'],13.12km,04:40h,726hm,"1,174 - 1,950m",rating-3,rating-4,1002979
['Längs der schönsten schiffbaren Flussstrecke der Schweiz'],['medium'],['Hiking'],14.52km,03:30h,136hm,421 - 457m,rating-1,rating-3,49189
['Mit dem Schiff auf den Chasseral'],['medium'],['Hiking'],15.39km,04:15h,60hm,"433 - 1,556m",rating-3,rating-3,67188
['Uferwegerlebnis Brienzersee'],['easy'],['Hiking'],7.26km,02:00h,140hm,564 - 620m,rating-2,rating-2,508324
['Kleine Scheidegg - Alpiglen «Eiger Run» (Nr. 64)'],['medium'],['Sledge'],4.94km,00:30h,-,"1,615 - 2,061m",rating-3,rating-3,536628
['Obwaldner Höhenweg: Etappe 4'],['difficult'],['Hiking'],23.71km,08:32h,"1,671hm","967 - 2,225m",rating-3,rating-6,244083
['Über den Schattenberg zur Bettlerküche'],['easy'],['Hiking'],6.09km,02:45h,107hm,"1,030 - 1,137m",rating-2,rating-2,1023805
['Rund um Bern - durch die Aareauen'],['easy'],['Hiking'],8.87km,02:20h,20hm,499 - 521m,rating-1,rating-2,917869
['Panorama-Bergwanderung Grimmiwasser'],['medium'],['Thematic route'],11.46km,04:00h,674hm,"1,222 - 1,843m",rating-3,rating-4,301337
['Über Jurahöhen in ein stilles Tal'],['easy'],['Hiking'],8km,02:25h,420hm,598 - 921m,rating-2,rating-2,51348
['In der Schlucht von Court die Ruhe geniessen'],['easy'],['Hiking'],6.96km,01:50h,90hm,525 - 675m,rating-2,rating-2,508320
['Wengen: NM:  Trümmelbachfälle'],['medium'],['Hiking'],3.23km,00:50h,25hm,799 - 824m,rating-2,rating-3,109786
['Von Hängebrücke zu Hängebrücke'],['easy'],['Hiking'],6.29km,01:40h,100hm,779 - 953m,rating-1,rating-2,508335
['Am Steilbord des Aarelaufs'],['easy'],['Hiking'],11.98km,02:50h,52hm,521 - 545m,rating-2,rating-2,49199
['Höhenwanderung von der Bussalp zum Bort'],['medium'],['Winter hiking'],7.2km,02:25h,90hm,"1,552 - 1,801m",rating-3,rating-3,51343
['Durchs Jahr wandern - Türkenbund ob Grindelwald'],['medium'],['Hiking'],7.94km,02:40h,200hm,"1,560 - 2,279m",rating-3,rating-3,658329
['Vom Brienzersee an die junge Emme'],['difficult'],['Hiking'],13.19km,06:00h,"1,420hm","577 - 1,910m",rating-4,rating-5,48959
['Zweisimmen – Chumigalm (2125 M.ü.M)'],['medium'],['Ski tour'],6.11km,03:00h,"1,192hm","931 - 2,123m",rating-,rating-4,853410
['Fernblicke auf dem Panoramaweg'],['medium'],['Hiking'],11.45km,03:20h,170hm,"780 - 1,834m",rating-3,rating-4,48851
['Winterwanderweg Springenboden'],['medium'],['Winter hiking'],6.93km,02:30h,230hm,"1,285 - 1,499m",rating-2,rating-3,315071
['Das Viertausender-Erlebnis für jedermann'],['easy'],['Hiking'],4.56km,01:30h,209hm,"2,062 - 2,221m",rating-2,rating-2,49224
['Winterwanderweg Adelboden/Oey - Unter dem Birg'],['easy'],['Winter hiking'],4.42km,01:30h,170hm,"1,232 - 1,396m",rating-2,rating-2,49596
['Auf dem Panoramaweg Elsigenalp - Frutigen'],['medium'],['Hiking'],10.84km,03:10h,160hm,"779 - 1,803m",rating-3,rating-3,162906
['Lauenen – Walliser Wispile (1982 M.ü.M)'],['medium'],['Ski tour'],4.54km,02:05h,743hm,"1,239 - 1,982m",rating-3,rating-3,859945
['Von Basel zum Mont Blanc  Etappe 8: Sonceboz–Chasseral'],['difficult'],['Hiking'],15.94km,05:15h,"1,020hm","652 - 1,607m",rating-1,rating-5,1040660
['Durch Auenwälder zu einem imposanten Schloss'],['easy'],['Hiking'],10.43km,02:30h,110hm,482 - 694m,rating-2,rating-2,48769
['Durch die eindrückliche Combe Grède'],['medium'],['Hiking'],13.05km,04:50h,936hm,"741 - 1,543m",rating-4,rating-4,49279
['Jegertosse-Fisialp'],['medium'],['Hiking'],12.26km,05:50h,988hm,"1,170 - 2,157m",rating-4,rating-4,709668
['Dschungel-Landschaft an Saane und Aare'],['medium'],['Hiking'],16.77km,04:20h,388hm,446 - 543m,rating-2,rating-4,49250
"['Vom Jaunpass nach Boltigen - Blumen, Kräuter und Alpkäse']",['medium'],['Hiking'],12.75km,04:00h,340hm,"816 - 1,700m",rating-3,rating-3,48832
['First - Bachalpsee - First Nr. 1'],['easy'],['Hiking'],5.85km,01:50h,202hm,"2,164 - 2,280m",rating-2,rating-2,984923
['Panoramawanderung ins Saanenland'],['medium'],['Hiking'],6.32km,02:00h,200hm,"1,765 - 2,056m",rating-3,rating-3,48807
['Gstaad - Wispile - Lauenensee (Nr. 24)'],['medium'],['Trailrunning'],13.45km,03:00h,968hm,"1,047 - 1,916m",rating-3,rating-4,185343
['Männlichen - Kleine Scheidegg | Panoramaweg'],['easy'],['Hiking'],4.43km,01:16h,-,"2,061 - 2,222m",rating-1,rating-2,315062
['Mürren - Allmendhubel mit Flower Trail (1h)'],['easy'],['Hiking'],2.13km,01:00h,260hm,"1,638 - 1,910m",rating-1,rating-2,131776
['Winterwanderweg Justistal'],['medium'],['Winter hiking'],8.62km,02:24h,243hm,"1,124 - 1,368m",rating-1,rating-3,289429
['Aus dem Zentrum des Oberaargaus ins Lueggebiet'],['difficult'],['Hiking'],20.92km,05:45h,820hm,482 - 859m,rating-2,rating-5,50353
['Von der Insel des Philosophen in malerische Kleinstädte'],['medium'],['Hiking'],11.17km,02:45h,115hm,425 - 441m,rating-1,rating-3,49251
"['SNOOC - Schlittenfahren ""Ritas Speedway"" Holenstein']",['easy'],['Sledge'],5.88km,00:20h,-,"1,617 - 2,222m",rating-2,rating-2,978197
['Auf Wald- und Kirchwegen vom Stadtrand zum Frienisberger'],['easy'],['Hiking'],11.26km,03:00h,400hm,547 - 785m,rating-2,rating-2,70048
['Grimmialp-Rundweg'],['easy'],['Winter hiking'],3.83km,01:30h,100hm,"1,163 - 1,236m",rating-2,rating-1,49169
['Wildhornhütte (2303 m ü. M.) via Iffighore'],['difficult'],['Ski tour'],12.55km,03:59h,"1,427hm","1,207 - 2,372m",rating-,rating-5,940755
['Wildstrubel Umrundung 4-Tage'],['medium'],['Hiking'],77km,-,"5,451hm","536 - 2,854m",rating-3,rating-4,499467
['Schneeschuhtrail Wiriehorn'],['medium'],['Snowshoe'],3.3km,02:00h,308hm,"1,417 - 1,725m",rating-3,rating-3,315043
['Passwanderung ins grüne Eriz'],['medium'],['Hiking'],10.28km,03:30h,590hm,"1,042 - 1,569m",rating-3,rating-3,50398
['Die grosse Winter Faulhornrunde W4'],['difficult'],['Trailrunning'],27.37km,06:00h,"1,667hm","1,039 - 2,670m",rating-5,rating-6,529176
"['Swiss Trail Tour Lenk, Strecke Sonntag, 2020']",['difficult'],['Trailrunning'],30.51km,06:45h,"1,976hm","1,065 - 2,653m",rating-4,rating-5,525059
['Am Lombach entlang nach Interlaken Ost'],['easy'],['Hiking'],5.36km,01:22h,58hm,559 - 614m,rating-1,rating-2,387441
['Vom Schattenhang zur alpinen Sonnenterrasse'],['medium'],['Hiking'],9.33km,04:00h,"1,000hm","893 - 1,609m",rating-3,rating-4,70033
['Vom Ruedihus zur Doldenhornhütte SAC'],['medium'],['Hiking'],10.79km,04:40h,961hm,"1,172 - 1,905m",rating-4,rating-4,62318
['Nods Trail - Nods'],['medium'],['Snowshoe'],6.19km,02:40h,310hm,"929 - 1,273m",rating-3,rating-3,49952
['Leiterli - Haslerbar'],['medium'],['Winter hiking'],1.85km,00:45h,-,"1,773 - 1,946m",rating-,rating-3,972266
['Weg der 3 Wasserfälle'],['medium'],['Hiking'],16.1km,05:30h,724hm,563 - 831m,rating-3,rating-3,6753
['Lauterbrunnen - Trachsellauenen'],['easy'],['Cycling'],19.46km,02:30h,432hm,"781 - 1,203m",rating-1,rating-2,131855
['Dschungel-Landschaft an Saane und Aare'],['medium'],['Hiking'],16.77km,04:20h,388hm,446 - 543m,rating-2,rating-4,49250
['Rund um Simon Gfellers Heimisbach'],['difficult'],['Hiking'],19.71km,06:00h,718hm,"623 - 1,188m",rating-3,rating-5,49117
['Grosse Scheidegg Loop'],['difficult'],['Cycling'],74.09km,06:00h,"1,792hm","564 - 1,962m",rating-3,rating-5,131926
['Auf Du und Du mit den Eis- und Felsriesen'],['easy'],['Winter hiking'],4.41km,01:40h,320hm,"1,493 - 1,681m",rating-1,rating-2,49164
['Holzbrücken am Emmeuferweg'],['easy'],['Hiking'],11.49km,02:50h,179hm,645 - 744m,rating-2,rating-2,49228
['Grindelwald - Gletscherschlucht - Grindelwald Nr. 100'],['easy'],['Hiking'],4.77km,01:20h,132hm,"951 - 1,044m",rating-1,rating-2,991003
['Emmentaler Käseroute - 2-Tagestour'],['medium'],['Cycling'],78km,06:25h,"1,381hm","532 - 1,017m",rating-1,rating-3,1013217
['Schneeschuhtrail Springenboden'],['medium'],['Snowshoe'],5.63km,03:00h,332hm,"1,325 - 1,657m",rating-3,rating-3,823056
['Bern-Ost: Vom Schlosspark zur Alpensicht'],['easy'],['Hiking'],7.63km,02:00h,210hm,736 - 888m,rating-2,rating-2,49038
"['Wald-, Alp- und Wasserreichtum im Schallenberg-Gebiet']",['medium'],['Hiking'],14.46km,04:45h,832hm,"823 - 1,409m",rating-3,rating-3,49227
['Die 3-Stein-Wanderung im Oberaargau'],['easy'],['Hiking'],6.93km,01:55h,140hm,456 - 553m,rating-2,rating-2,573706
['Wanderung zu Schlachtdenkmälern'],['easy'],['Hiking'],10.52km,03:00h,170hm,488 - 649m,rating-1,rating-2,154457
['Northface-Trail (2h30)'],['medium'],['Hiking'],6.51km,02:30h,390hm,"1,630 - 1,960m",rating-2,rating-3,131865
['Männlichen - Männlichengipfel - Männlichen | Royal Walk'],['easy'],['Thematic route'],1.43km,01:00h,111hm,"2,230 - 2,341m",rating-2,rating-2,131155
['Alpiner Hochweg am Üschenegrat'],['difficult'],['Hiking'],12.38km,04:50h,958hm,"1,870 - 2,454m",rating-5,rating-4,62317
['Das Schüpbach-Wägli - Ein Geheimtip'],['easy'],['Hiking'],7.52km,02:15h,300hm,698 - 943m,rating-2,rating-2,509376
['Preisgekrönter Wanderweg'],['medium'],['Hiking'],5.47km,01:45h,40hm,"1,156 - 1,951m",rating-3,rating-3,508323
['Lötschberg-Panoramaweg'],['difficult'],['Hiking'],19.21km,07:00h,689hm,"923 - 1,563m",rating-5,rating-5,744927
['Auf dem Panoramaweg Kiental–Thunersee'],['medium'],['Hiking'],12.06km,03:45h,640hm,"953 - 1,241m",rating-2,rating-3,50351
['Über den Chapf - Emmental pur'],['easy'],['Hiking'],10.03km,03:10h,400hm,"726 - 1,095m",rating-2,rating-2,101588
['Panoramaweg Aeschiried - Därligen'],['medium'],['Hiking'],9.12km,02:40h,230hm,"559 - 1,067m",rating-3,rating-2,162907
['Kambly Erlebnis Tour #777'],['medium'],['Cycling'],28.63km,02:20h,739hm,"673 - 1,145m",rating-1,rating-3,1002739
['Ryharts-Allmenalp'],['medium'],['Hiking'],3.98km,02:15h,624hm,"1,184 - 1,789m",rating-3,rating-3,709678
['Rinderberg - Hornberg - Horneggli'],['easy'],['Hiking'],5.79km,02:00h,77hm,"1,767 - 2,077m",rating-2,rating-2,131699
['Schwarzhorn Klettersteig - Grindelwald'],['medium'],['Via ferrata'],4.32km,05:00h,850hm,"2,078 - 2,928m",rating-,rating-0,92578
['Panoramawanderung an der Südflanke des Frienisbergers'],['medium'],['Hiking'],15.95km,04:10h,446hm,555 - 828m,rating-2,rating-4,49230
['Aussichtsreiche Hügel und stille Wälder'],['medium'],['Hiking'],13.76km,04:20h,640hm,"739 - 1,120m",rating-2,rating-4,51009
['Schreckfeld - Bort'],['easy'],['Hiking'],2.29km,00:44h,-,"1,564 - 1,950m",rating-1,rating-2,131470
['SNOOC - Schlittelweg Betelberg Pöschenried (Lenk)'],['easy'],['Sledge'],6.01km,00:18h,-,"1,270 - 1,929m",rating-2,rating-2,978202
['Auf Du und Du mit den Eis- und Felsriesen'],['easy'],['Winter hiking'],4.41km,01:40h,320hm,"1,493 - 1,681m",rating-1,rating-2,49164
['Über den Heitiberg zum Stockhorn'],['difficult'],['Hiking'],13.6km,06:00h,"1,800hm","614 - 2,138m",rating-4,rating-5,50185
['Wildweg Sparenmoos (Rundwanderung)'],['easy'],['Thematic route'],1.95km,00:45h,66hm,"1,693 - 1,757m",rating-2,rating-2,131617
['In der Bergwelt des Diablerets-Massivs'],['difficult'],['Hiking'],9.71km,04:45h,"1,400hm","1,181 - 2,515m",rating-5,rating-5,48809
['Unterwegs im Napfbergland'],['difficult'],['Hiking'],18.55km,06:00h,744hm,"751 - 1,394m",rating-3,rating-5,49294
['Zweilütschinen - Lauterbrunnen'],['easy'],['Hiking'],4.38km,01:10h,146hm,652 - 797m,rating-1,rating-2,315064
['Grutschalp to Muerren via the Mountain View Trail'],['medium'],['Hiking'],6.48km,03:30h,450hm,"1,489 - 1,899m",rating-,rating-3,123946
['Auf den Spuren von Emmentaler Dichtern'],['easy'],['Hiking'],9.17km,02:20h,140hm,582 - 838m,rating-1,rating-2,508355
['Bort - Mühlebach (Nr. 59)'],['easy'],['Winter hiking'],2.53km,01:00h,-,"1,161 - 1,561m",rating-1,rating-2,526926
['Durch das Naturparadies längs der Emme'],['difficult'],['Hiking'],19.34km,04:50h,249hm,532 - 656m,rating-2,rating-5,49334
['Grauseeli Loop (7h30)'],['medium'],['Hiking'],11.06km,07:30h,967hm,"1,636 - 2,599m",rating-2,rating-4,131780
['Beobachtungsweg Lägerstutz-Winterröscht-Färrich-Lägerstutz'],['easy'],['Hiking'],5.14km,02:00h,229hm,"1,558 - 1,759m",rating-2,rating-2,304811
['Durch das Schwarzenburgerland'],['medium'],['Hiking'],13.43km,04:15h,700hm,"648 - 1,012m",rating-2,rating-3,51012
['Sulwald Trail - Isenfluh'],['easy'],['Snowshoe'],2.11km,01:30h,170hm,"1,510 - 1,670m",rating-2,rating-2,93346
['Zu den Osterglocken auf der Montagne du Droit'],['easy'],['Hiking'],6.79km,02:10h,270hm,"676 - 1,111m",rating-2,rating-2,508319
['Hohtürli – Blümlisalphütte'],['medium'],['Hiking'],15.58km,07:45h,"1,682hm","1,173 - 2,838m",rating-4,rating-4,110723
['Grimmifurggi – mit der Natur «auf du und du»'],['medium'],['Hiking'],15.39km,05:45h,"1,100hm","994 - 2,024m",rating-4,rating-4,50428
['Mühlebach Trail Nr. 4'],['easy'],['Snowshoe'],2.8km,01:10h,170hm,"1,055 - 1,225m",rating-1,rating-1,532162
['Pflanzenweg Stierebärgli'],['easy'],['Thematic route'],5.12km,01:27h,141hm,"1,814 - 1,939m",rating-,rating-2,733676
['Schrybershörnli'],['difficult'],['Snowshoe'],5.86km,07:30h,"1,076hm","1,442 - 2,517m",rating-,rating-5,131953
['Iffighore (2378 m ü. M.)'],['medium'],['Ski tour'],9.82km,02:17h,825hm,"1,207 - 2,376m",rating-,rating-3,940750
['Von Interlaken über den Rugen nach Wilderswil'],['easy'],['Hiking'],3.21km,00:49h,53hm,563 - 615m,rating-1,rating-1,405259
['Über lichte Alpweiden zum verträumten Arnesee'],['difficult'],['Hiking'],15.65km,05:15h,900hm,"1,131 - 1,848m",rating-3,rating-5,59952
['WEN-WIW - Mürren'],[],['Winter hiking'],6.27km,01:44h,167hm,"1,492 - 1,657m",rating-,rating-0,641941
['Zu uralten Kirchen am Thunersee'],['easy'],['Hiking'],11.12km,03:00h,270hm,557 - 666m,rating-2,rating-2,50211
['Gällihorn'],['difficult'],['Hiking'],3.69km,01:15h,441hm,"1,887 - 2,283m",rating-5,rating-5,709664
['First - Klettersteig Schwarzhorn - First'],['medium'],['Via ferrata'],8.28km,06:00h,937hm,"2,079 - 2,929m",rating-,rating-3,131464
['Veloweg Lenk - Simmenfälle'],['easy'],['Cycling'],9.68km,00:40h,41hm,"1,064 - 1,105m",rating-1,rating-1,1034393
['WEW-DW - Burglauenen - Spätenalp - Wengen'],[],['Hiking'],8.41km,03:14h,739hm,"894 - 1,575m",rating-,rating-0,552481
['Gräben und Höhen am Weg nach Schwarzenburg'],['medium'],['Hiking'],14.83km,04:20h,655hm,587 - 863m,rating-2,rating-3,70036
['Auf dem Ochsen-Rundweg über Morgetegrat und Grenchegalm'],['difficult'],['Hiking'],14.96km,05:30h,"1,210hm","1,389 - 1,949m",rating-4,rating-5,51963
['Einzelhöfe und Blumenzier am Wanderweg'],['medium'],['Hiking'],10.41km,03:00h,470hm,577 - 921m,rating-2,rating-3,49184
['Von der Schynige Platte zur First'],['difficult'],['Hiking'],15.91km,06:00h,889hm,"1,915 - 2,641m",rating-,rating-5,10196
['Viel Emmental in kurzer Zeit'],['medium'],['Hiking'],9.4km,03:00h,420hm,"669 - 1,074m",rating-2,rating-3,48801
"['Alpine Bike, Etappe 12: Grindelwald - Interlaken']",['medium'],['Mountainbike'],38.46km,04:00h,"1,183hm","567 - 2,061m",rating-2,rating-3,131895
['Drei-Seen-Weg: Perrefitte - Bellelay'],['medium'],['Pilgrimage'],15.68km,04:51h,717hm,583 - 970m,rating-,rating-3,156784
['Durch das Schwarzenburgerland'],['medium'],['Hiking'],13.43km,04:15h,700hm,"648 - 1,012m",rating-2,rating-3,51012
['Viel Aussicht in den Buchsi- und Wynigenbergen'],['medium'],['Hiking'],16.16km,04:40h,606hm,464 - 716m,rating-2,rating-4,49293
['Wengen - Wengernalp - Kleine Scheidegg'],['medium'],['Hiking'],6.74km,02:45h,785hm,"1,276 - 2,062m",rating-2,rating-3,314647
['Schlittelweg Mägisalp - Bidmi (Hasliberg)'],['medium'],['Sledge'],3.29km,00:30h,1hm,"1,421 - 1,708m",rating-3,rating-2,97580
['Grindelwald - Grosse Scheidegg'],['medium'],['Hiking'],8.5km,03:30h,950hm,"1,043 - 1,967m",rating-,rating-4,123934
['Zum wunderbaren Seebergsee'],['difficult'],['Hiking'],15.51km,06:15h,"1,400hm","788 - 2,065m",rating-4,rating-5,51573
['Ortsrundgang Interlaken'],['easy'],['Hiking'],4.41km,01:05h,3hm,563 - 570m,rating-1,rating-1,297003
['Kleine Scheidegg - Alpiglen «Eiger Run» (Nr. 64)'],['medium'],['Sledge'],4.94km,00:30h,-,"1,615 - 2,061m",rating-3,rating-3,536628
['Von der Ilfis an die Emme: Emmental pur'],['medium'],['Hiking'],11.74km,03:45h,500hm,"669 - 1,115m",rating-2,rating-3,51394
['Auf dem Lötschberg-Panoramaweg'],['difficult'],['Hiking'],17.33km,05:30h,420hm,"1,093 - 1,564m",rating-3,rating-5,50350
['«Zum Vreneli ab em Guggisbärg»'],['medium'],['Hiking'],7.58km,02:40h,527hm,"793 - 1,251m",rating-3,rating-3,70039
['Muerren to Lauterbrunnen'],['easy'],['Hiking'],5.77km,02:40h,-,"803 - 1,653m",rating-2,rating-2,123944
['Schönried - Rellerli - Hugeli - Grossi Vorschess - Schönried'],['difficult'],['Winter hiking'],9.95km,03:40h,657hm,"1,241 - 1,897m",rating-4,rating-5,943059
['GFW 42 - Dolomiten im Oberhasli'],['medium'],['Hiking'],7.82km,04:00h,360hm,"1,728 - 2,117m",rating-,rating-4,864934
['Talwanderung Fankhaus – Trub'],['easy'],['Hiking'],4.45km,01:15h,90hm,797 - 890m,rating-1,rating-1,508341
['Grindelwald - Gletscherschlucht - Grindelwald Nr. 100'],['easy'],['Hiking'],4.77km,01:20h,132hm,"951 - 1,044m",rating-1,rating-2,991003
['Die Winter Genuss Runde an der Sonnseite W1'],['medium'],['Trailrunning'],14.11km,02:45h,790hm,"1,543 - 2,275m",rating-4,rating-4,524950
['Über die Lüderenalp auf den Napf'],['medium'],['Hiking'],11.82km,04:10h,865hm,"1,135 - 1,394m",rating-3,rating-3,49115
['Zum originellen Freizeitpark am idyllischen Ditligsee'],['easy'],['Hiking'],10.4km,02:50h,250hm,554 - 677m,rating-2,rating-2,1002685
['Rellerli Loop'],['difficult'],['Mountainbike'],11.56km,02:15h,640hm,"1,222 - 1,861m",rating-3,rating-5,831318
['Viel Aussicht in den Buchsi- und Wynigenbergen'],['medium'],['Hiking'],16.16km,04:40h,606hm,464 - 716m,rating-2,rating-4,49293
['Männlichen - Alpiglen | Romantikweg'],['medium'],['Hiking'],7.44km,02:50h,608hm,"1,616 - 2,223m",rating-2,rating-3,314650
['Mediterranes Flair über dem Bielersee'],['easy'],['Hiking'],12.8km,03:30h,200hm,433 - 589m,rating-2,rating-2,526863
['SNOOC - Apollo-Schlittenfahren (Mürren)'],['easy'],['Sledge'],5.67km,00:52h,271hm,"1,638 - 2,123m",rating-2,rating-2,978195
['Uferwegerlebnis Brienzersee'],['easy'],['Hiking'],7.26km,02:00h,140hm,564 - 620m,rating-2,rating-2,508324
['Route Tramelan – Le Bémont'],['medium'],['Hiking'],12.97km,03:32h,330hm,"894 - 1,051m",rating-3,rating-3,63072
['Wandern am Wasser - Bielersee'],['medium'],['Hiking'],14.25km,03:30h,30hm,429 - 457m,rating-2,rating-3,174600
['Über Stock und Stein auf die Fritzeflue'],['medium'],['Hiking'],12.86km,04:00h,500hm,"698 - 1,023m",rating-3,rating-3,57019
['Schnitzlerweg'],['easy'],['Thematic route'],2.68km,01:00h,85hm,"1,515 - 1,620m",rating-,rating-2,133944
['Bikeroute Nr. 11 Adelboden - Tschentenalp'],['medium'],['Mountainbike'],16.89km,01:30h,829hm,"1,263 - 1,940m",rating-4,rating-3,133092
['First - Bachalpsee - Faulhorn - Bussalp (Nr. 50)'],['difficult'],['Winter hiking'],10.13km,04:00h,558hm,"1,797 - 2,678m",rating-3,rating-5,131891
['Hoch über dem Thunersee: Thun - Interlaken'],['medium'],['Hiking'],28.48km,08:00h,691hm,557 - 795m,rating-1,rating-4,133919
['Emmentaler Käseroute - 1-Tagestour'],['easy'],['Cycling'],34.78km,02:45h,521hm,533 - 853m,rating-1,rating-2,1013215
['Horneggli - Hornberg - Rinderberg'],['easy'],['Hiking'],5.81km,02:30h,345hm,"1,771 - 2,078m",rating-2,rating-2,337168
['Grosse Scheidegg'],['medium'],['Snowshoe'],8.55km,03:15h,557hm,"1,442 - 2,006m",rating-,rating-3,131812
"['Vom Jaunpass nach Boltigen - Blumen, Kräuter und Alpkäse']",['medium'],['Hiking'],12.75km,04:00h,340hm,"816 - 1,700m",rating-3,rating-3,48832
['Hüttentrekking Mürren-Kandersteg (Hintere Gasse) (11h)'],['medium'],['Hiking'],27.25km,11:07h,"2,298hm","1,582 - 2,833m",rating-4,rating-0,324667
['WEN-DW - First - Bachalpsee - Fernandeshitta - Bussalp'],['easy'],['Hiking'],9.29km,03:12h,325hm,"1,796 - 2,404m",rating-,rating-2,563583
['Gstaad - Oberbort - Turbach - Türli - Lauenen'],['difficult'],['Hiking'],17.82km,05:45h,939hm,"1,049 - 1,988m",rating-3,rating-6,131612
"['Alpine Bike, Etappe 11: Meiringen - Grindelwald']",['medium'],['Mountainbike'],28.61km,03:30h,"1,426hm","595 - 2,006m",rating-1,rating-3,131897
['Allmenalp Klettersteig - Kandersteg'],['difficult'],['Via ferrata'],1.42km,03:30h,533hm,"1,187 - 1,720m",rating-,rating-3,76710
['Kleine Scheidegg - Wengen (Nr. 66)'],['medium'],['Winter hiking'],6.9km,02:30h,-,"1,274 - 2,062m",rating-1,rating-3,526953
['Schlittelspass Leiterli – Stoss'],['easy'],['Sledge'],2.52km,00:09h,2hm,"1,637 - 1,962m",rating-2,rating-2,286179
['Der schönste Blick auf das Lauterbrunnental'],['medium'],['Winter hiking'],5.79km,02:15h,300hm,"1,253 - 1,542m",rating-4,rating-4,59116
"['Silleren - Hahnenmoos, ein Wanderparadies']",['medium'],['Hiking'],14.11km,04:45h,650hm,"1,262 - 2,078m",rating-3,rating-4,50390
['Die Aussicht lohnt den Aufstieg'],['difficult'],['Hiking'],9.98km,05:40h,"1,500hm","579 - 1,735m",rating-5,rating-4,58273
['Auf dem Panorama-Höhenweg Stockhorn–Gantrisch'],['medium'],['Hiking'],11.26km,04:00h,800hm,"1,579 - 2,142m",rating-4,rating-4,50184
['Aellfluh-Runde Nr. 3'],['medium'],['Trailrunning'],8.26km,01:51h,552hm,"1,039 - 1,590m",rating-2,rating-3,309480
['Zu den Steinböcken am Augstmatthorn'],['difficult'],['Hiking'],16.23km,06:30h,"1,113hm","1,040 - 2,135m",rating-4,rating-5,49273
['Höhenwanderung über den Längenberg'],['medium'],['Hiking'],18.03km,05:00h,558hm,549 - 857m,rating-2,rating-4,49422
"['AlpnessTrail Etappe 12, Grubenberg – Jaunpass']",['medium'],['long-distance walking trail'],12.47km,04:00h,411hm,"1,210 - 1,839m",rating-4,rating-4,1003289
['Das Drama in der Kirche von Kirchdorf'],['easy'],['Hiking'],6.95km,01:50h,10hm,546 - 646m,rating-2,rating-1,167117
['Zu James Bonds Piz Gloria'],['difficult'],['Hiking'],9.46km,05:30h,"1,443hm","1,636 - 2,934m",rating-5,rating-5,49181
['Bütschelegg – immer eine Wanderung wert'],['easy'],['Hiking'],8.72km,02:25h,300hm,"764 - 1,055m",rating-2,rating-2,508316
['Route Gurnigel – Wattenwil'],['medium'],['Hiking'],11.57km,03:24h,16hm,"594 - 1,596m",rating-3,rating-3,63186
['Trailsummit Rotstock T5'],['difficult'],['Trailrunning'],13.15km,03:29h,"1,802hm","977 - 2,663m",rating-4,rating-5,309955
['Wengen - Allmend - Mettlenalp - Biglenalp - Wengernalp'],['medium'],['Hiking'],6.99km,02:24h,609hm,"1,275 - 1,884m",rating-2,rating-3,131462
['Auf der alten Poststrasse vom Langete-Tal ins Lueg-Gebiet'],['medium'],['Hiking'],12.7km,03:30h,539hm,556 - 815m,rating-2,rating-3,49313
['Rund um Bern - am Gäbelbach & Wohlensee'],['easy'],['Hiking'],12.57km,03:20h,260hm,481 - 585m,rating-2,rating-2,917866
['Wo die Eislawinen von der Jungfrau niederdonnern'],['medium'],['Hiking'],9.35km,03:10h,239hm,"1,206 - 1,890m",rating-3,rating-2,49225
['Über Alpweiden am Fuss des Hohgant'],['medium'],['Hiking'],12km,04:10h,759hm,"982 - 1,455m",rating-2,rating-4,49191
['Iffighore (2378 m ü. M.)'],['medium'],['Ski tour'],9.82km,02:17h,825hm,"1,207 - 2,376m",rating-,rating-3,940750
['Schonegg'],['difficult'],['Snowshoe'],11.59km,08:30h,"1,281hm","988 - 2,219m",rating-,rating-6,131957
['Rundwanderweg Spiez'],['medium'],['Hiking'],14.71km,04:15h,320hm,558 - 790m,rating-1,rating-3,133920
