ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness,region,trail_id,name,lat,lon,snow_obs_lat,snow_obs_lng,snow_obs_location,snow_obs_alt,snowlevel_in_cm,distance,snow_status
371232,Rhein-Tour,2 - medium,Mountainbike,37.42,03:57,698,278,571.0,2,3,basel-region,371232,Rhein-Tour,47.501518,7.719716,47.5378697,7.570987799999999,Binningen,316,0,11.9,No Snow
584681,Sissacherflueh,2 - medium,Hiking,3.9,01:13,114,664,742.0,3,2,basel-region,584681,Sissacherflueh,47.480843,7.81787,47.5378697,7.570987799999999,Binningen,316,0,19.6,No Snow
843841,Wanderung Füllinsdorf Muni Liestal,1 - easy,Hiking,15.04,03:23,383,288,576.0,3,3,basel-region,843841,Wanderung Füllinsdorf Muni Liestal,47.505192,7.728524,47.5378697,7.570987799999999,Binningen,316,0,12.4,No Snow
683383,Mtb Tour Allschwil 1 FR,2 - medium,Mountainbike,30.07,02:36,354,277,532.0,4,4,basel-region,683383,Mtb Tour Allschwil 1 FR,47.551204999999996,7.5398,47.5378697,7.570987799999999,Binningen,316,0,2.8,No Snow
357295,Religion und Jenseitsglaube (Ausflug in die Vergangenheit),1 - easy,Hiking,16.11,04:30,305,261,503.0,0,2,basel-region,357295,Religion und Jenseitsglaube (Ausflug in die Vergangenheit),47.534779,7.712859,47.5378697,7.570987799999999,Binningen,316,0,10.7,No Snow
479603,Füllinsdorf Schleifenberg Aussichtsturm Liestal,1 - easy,Hiking,9.81,02:30,302,318,603.0,1,1,basel-region,479603,Füllinsdorf Schleifenberg Aussichtsturm Liestal,47.505179999999996,7.728575,47.5378697,7.570987799999999,Binningen,316,0,12.4,No Snow
132949,Audio Tour Ermitage,1 - easy,Hiking,0.77,00:30,65,339,404.0,1,2,basel-region,132949,Audio Tour Ermitage,47.492702,7.6240369999999995,47.5378697,7.570987799999999,Binningen,316,0,6.4,No Snow
83732,Wanderung Reigoldswil – Bubendorf,1 - easy,Hiking,12.55,03:20,195,370,694.0,2,2,basel-region,83732,Wanderung Reigoldswil – Bubendorf,47.397285,7.69193,47.5378697,7.570987799999999,Binningen,316,0,18.1,No Snow
612672,Rödlerwanderung 1,1 - easy,Hiking,21.37,05:27,472,360,728.0,1,1,basel-region,612672,Rödlerwanderung 1,47.438904,7.590382000000001,47.5378697,7.570987799999999,Binningen,316,0,11.1,No Snow
640924,Oberwil-Blauen,1 - easy,Cycling,42.46,02:06,643,306,755.0,3,3,basel-region,640924,Oberwil-Blauen,47.511414,7.540360000000001,47.5378697,7.570987799999999,Binningen,316,0,3.7,No Snow
996913,Arlesheim Trail,1 - easy,Mountainbike,10.87,01:35,429,330,596.0,2,2,basel-region,996913,Arlesheim Trail,47.491932,7.617931,47.5378697,7.570987799999999,Binningen,316,0,6.2,No Snow
333354,Trailrunning Ergolztal,0 - no rating,Trailrunning,18.56,03:38,851,312,761.0,0,0,basel-region,333354,Trailrunning Ergolztal,47.486771000000005,7.738333,47.5378697,7.570987799999999,Binningen,316,0,13.8,No Snow
529733,Grand-Tour,1 - easy,Mountainbike,24.77,03:30,735,488,1061.0,2,0,basel-region,529733,Grand-Tour,47.390739,7.69607,47.5378697,7.570987799999999,Binningen,316,0,18.9,No Snow
320817,Wandern mit Kinderwagen,0 - no rating,Hiking,2.01,00:37,113,924,1036.0,0,0,basel-region,320817,Wandern mit Kinderwagen,47.373589,7.70015,47.5378697,7.570987799999999,Binningen,316,0,20.7,No Snow
92427,Rämelturm Burg i.Leimental,2 - medium,Hiking,10.5,08:20,292,488,818.0,5,5,basel-region,92427,Rämelturm Burg i.Leimental,47.456055,7.435217999999999,47.5378697,7.570987799999999,Binningen,316,0,13.7,No Snow
922079,Schloss Binningen - Schloss Bottmingen,0 - no rating,Hiking,4.35,01:10,86,283,368.0,0,0,basel-region,922079,Schloss Binningen - Schloss Bottmingen,47.537159,7.575495,47.5378697,7.570987799999999,Binningen,316,0,0.3,No Snow
154477,Basel und Umgebung: Viel Wald- schöne Ausblicke und viele Ruinen,2 - medium,Hiking,12.46,03:45,490,291,663.0,2,3,basel-region,154477,"Basel und Umgebung: Viel Wald, schöne Ausblicke und viele Ruinen",47.522816,7.645128,47.5378697,7.570987799999999,Binningen,316,0,5.8,No Snow
333353,Trailrunning Blauenberg,0 - no rating,Trailrunning,24.12,04:24,862,296,837.0,0,0,basel-region,333353,Trailrunning Blauenberg,47.467495,7.603194,47.5378697,7.570987799999999,Binningen,316,0,8.2,No Snow
90717,Naturpark Wildenstein Bubendorf- Basel-Landschaft- Schweiz,2 - medium,Hiking,10.1,02:05,148,370,575.0,4,5,basel-region,90717,"Naturpark Wildenstein Bubendorf, Basel-Landschaft, Schweiz",47.451626,7.749332000000001,47.5378697,7.570987799999999,Binningen,316,0,16.5,No Snow
333357,Trailrunning Wisenberg,0 - no rating,Trailrunning,9.8,02:00,502,558,1000.0,0,0,basel-region,333357,Trailrunning Wisenberg,47.392742,7.856439,47.5378697,7.570987799999999,Binningen,316,0,26.9,No Snow
254035,Bad Ramsach- Häfelfingen BL - Bennwil BL,0 - no rating,Hiking,19.15,-,1274,506,1066.0,0,0,basel-region,254035,"Bad Ramsach, Häfelfingen BL - Bennwil BL",47.406044,7.872109,47.5378697,7.570987799999999,Binningen,316,0,27.0,No Snow
922188,Münchenstein - Arlesheim,0 - no rating,Hiking,5.09,01:35,228,271,499.0,0,0,basel-region,922188,Münchenstein - Arlesheim,47.513374,7.618022,47.5378697,7.570987799999999,Binningen,316,0,4.5,No Snow
333355,Trailrunning Waldenburg - Belchenfluh,0 - no rating,Trailrunning,19.71,03:48,754,523,1055.0,0,0,basel-region,333355,Trailrunning Waldenburg - Belchenfluh,47.383484,7.74918,47.5378697,7.570987799999999,Binningen,316,0,21.8,No Snow
670391,Challpass & Internationale,0 - no rating,Racing,77.01,04:16,794,309,745.0,0,0,basel-region,670391,Challpass & Internationale,47.468548,7.597169999999999,47.5378697,7.570987799999999,Binningen,316,0,8.0,No Snow
163607,Mythische Orte am Oberrhein - Augusta Raurica,0 - no rating,Hiking,2.01,00:30,30,266,296.0,0,0,basel-region,163607,Mythische Orte am Oberrhein - Augusta Raurica,47.533772,7.7213259999999995,47.5378697,7.570987799999999,Binningen,316,0,11.3,No Snow
101780,Am Hutzenfeld,1 - easy,Hiking,7.9,02:12,14,260,300.0,2,4,basel-region,101780,Am Hutzenfeld,47.592461,7.639767999999999,47.5378697,7.570987799999999,Binningen,316,0,8.0,No Snow
33870,Dreilandradweg -  Etappe 1: Aesch-Lörrach,3 - difficult,Cycling,71.36,04:30,901,262,614.0,4,5,basel-region,33870,Dreilandradweg -  Etappe 1: Aesch-Lörrach,47.467690000000005,7.6027070000000005,47.5378697,7.570987799999999,Binningen,316,0,8.2,No Snow
843854,Langenbruck- Tüfelschlucht- Hägendorf,1 - easy,Hiking,12.74,04:20,320,433,913.0,3,3,basel-region,843854,"Langenbruck, Tüfelschlucht, Hägendorf",47.349121000000004,7.768194,47.5378697,7.570987799999999,Binningen,316,0,25.7,No Snow
51213,Auf Panoramawegen durchs Bipperamt,2 - medium,Hiking,16.53,05:15,862,636,1215.0,3,4,bern-region,51213,Auf Panoramawegen durchs Bipperamt,47.264057,7.642110000000001,47.5378697,7.570987799999999,Binningen,316,0,30.9,No Snow
132997,Kloster Mariastein & Ruine Landskron,2 - medium,Hiking,7.01,02:45,390,379,579.0,1,3,jura-drei-seen-land,132997,Kloster Mariastein & Ruine Landskron,47.488873,7.499376,47.5378697,7.570987799999999,Binningen,316,0,7.7,No Snow
276195,Fortifikation Hauenstein,2 - medium,Hiking,14.41,04:40,620,668,1097.0,3,3,jura-drei-seen-land,276195,Fortifikation Hauenstein,47.378025,7.87242,47.5378697,7.570987799999999,Binningen,316,0,28.9,No Snow
130964,Gäu-Tour,2 - medium,Cycling,36.95,03:00,155,390,485.0,2,3,jura-drei-seen-land,130964,Gäu-Tour,47.348976,7.902857000000001,47.5378697,7.570987799999999,Binningen,316,0,32.7,No Snow
130968,Olten-Läufelfingen-Belchen-Olten,2 - medium,Mountainbike,32.61,04:30,982,390,1055.0,2,4,jura-drei-seen-land,130968,Olten-Läufelfingen-Belchen-Olten,47.347904,7.9018880000000005,47.5378697,7.570987799999999,Binningen,316,0,32.7,No Snow
162692,Gratwanderung auf dem Jura-Höhenweg,2 - medium,Hiking,11.63,03:10,360,670,1159.0,3,2,jura-drei-seen-land,162692,Gratwanderung auf dem Jura-Höhenweg,47.265282,7.540245,47.5378697,7.570987799999999,Binningen,316,0,30.4,No Snow
300802,Via Gottardo: Von Olten nach Zofingen,2 - medium,Hiking,15.14,04:14,300,390,562.0,2,3,jura-drei-seen-land,300802,Via Gottardo: Von Olten nach Zofingen,47.351582,7.906839999999999,47.5378697,7.570987799999999,Binningen,316,0,32.7,No Snow
130678,Der Naturpark-Klassiker,2 - medium,Hiking,9.96,03:30,594,598,1161.0,2,3,jura-drei-seen-land,130678,Der Naturpark-Klassiker,47.283382,7.556209,47.5378697,7.570987799999999,Binningen,316,0,28.3,No Snow
156786,Drei-Seen-Weg: Mariastein - Kleinlützel,1 - easy,Pilgrimage,10.37,03:04,247,419,797.0,0,2,jura-drei-seen-land,156786,Drei-Seen-Weg: Mariastein - Kleinlützel,47.465427000000005,7.4842130000000004,47.5378697,7.570987799999999,Binningen,316,0,10.4,No Snow
174645,Vom Balmberg zum Weissenstein,1 - easy,Hiking,3.67,01:30,264,1056,1293.0,1,1,jura-drei-seen-land,174645,Vom Balmberg zum Weissenstein,47.264107,7.539864,47.5378697,7.570987799999999,Binningen,316,0,30.5,No Snow
156787,Drei-Seen-Weg: Kleinlützel - Delémont,1 - easy,Pilgrimage,13.77,03:58,365,399,659.0,0,2,jura-drei-seen-land,156787,Drei-Seen-Weg: Kleinlützel - Delémont,47.426239,7.4188339999999995,47.5378697,7.570987799999999,Binningen,316,0,16.9,No Snow
1040680,Von Basel zum Mont Blanc Etappe 2: Dornach – Mariastein,3 - difficult,Hiking,17.5,05:15,651,289,837.0,1,5,jura-drei-seen-land,1040680,Von Basel zum Mont Blanc Etappe 2: Dornach – Mariastein,47.478455,7.616102000000001,47.5378697,7.570987799999999,Binningen,316,0,7.4,No Snow
471940,Stadt-Land-Tour Olten,2 - medium,Cycling,80.36,05:00,161,391,546.0,2,3,jura-drei-seen-land,471940,Stadt-Land-Tour Olten,47.352028000000004,7.9063669999999995,47.5378697,7.570987799999999,Binningen,316,0,32.7,No Snow
130974,Von Trimbach via Ruine Froburg nach Hauenstein und Trimbach,2 - medium,Hiking,8.73,03:00,430,425,836.0,2,3,jura-drei-seen-land,130974,Von Trimbach via Ruine Froburg nach Hauenstein und Trimbach,47.366112,7.904316000000001,47.5378697,7.570987799999999,Binningen,316,0,31.6,No Snow
130973,Olten-Aarau-Olten,2 - medium,Cycling,29.64,03:00,303,370,530.0,2,3,jura-drei-seen-land,130973,Olten-Aarau-Olten,47.349154999999996,7.903983,47.5378697,7.570987799999999,Binningen,316,0,32.7,No Snow
55593,Haut du Droit,2 - medium,Hiking,16.73,05:15,734,436,1047.0,3,4,jura-drei-seen-land,55593,Haut du Droit,47.342579,7.3172690000000005,47.5378697,7.570987799999999,Binningen,316,0,28.9,No Snow
130674,Balmberg–Röti-Rundtour,2 - medium,Hiking,8.23,02:45,372,1055,1395.0,2,3,jura-drei-seen-land,130674,Balmberg–Röti-Rundtour,47.264225,7.5403970000000005,47.5378697,7.570987799999999,Binningen,316,0,30.5,No local data
174641,Vom Balmberg via Röti zum Weissenstein (Direttissima),2 - medium,Hiking,3.47,01:30,361,1056,1395.0,2,3,jura-drei-seen-land,174641,Vom Balmberg via Röti zum Weissenstein (Direttissima),47.264107,7.539864,47.5378697,7.570987799999999,Binningen,316,0,30.5,No local data
812808,Wandererlebnis mit dem Bus - Büren-Liestal,0 - no rating,Hiking,8.2,02:20,205,327,593.0,0,0,jura-drei-seen-land,812808,Wandererlebnis mit dem Bus - Büren-Liestal,47.449249,7.670288,47.5378697,7.570987799999999,Binningen,316,0,12.4,No Snow
70025,La Haute Borne,2 - medium,Hiking,16.85,05:10,693,411,945.0,3,4,jura-drei-seen-land,70025,La Haute Borne,47.361584,7.3477619999999995,47.5378697,7.570987799999999,Binningen,316,0,25.8,No Snow
156785,Drei-Seen-Weg: Delémont - Mont Raimeux,3 - difficult,Pilgrimage,18.37,05:37,934,407,1288.0,1,5,jura-drei-seen-land,156785,Drei-Seen-Weg: Delémont - Mont Raimeux,47.362266999999996,7.349933,47.5378697,7.570987799999999,Binningen,316,0,25.7,No Snow
371240,Leimental-Tour,2 - medium,Mountainbike,40.79,02:45,545,265,606.0,2,3,jura-drei-seen-land,371240,Leimental-Tour,47.547996999999995,7.5898710000000005,47.5378697,7.570987799999999,Binningen,316,0,1.8,No Snow
130680,ViaSurprise-Rundroute: Dornach - Seewen,2 - medium,Hiking,13.83,04:00,580,295,759.0,2,4,jura-drei-seen-land,130680,ViaSurprise-Rundroute: Dornach - Seewen,47.488274,7.6114619999999995,47.5378697,7.570987799999999,Binningen,316,0,6.3,No Snow
207191,3 La Route Verte - 3. Etappe,2 - medium,Cycling,81.95,05:00,1448,366,942.0,3,4,jura-drei-seen-land,207191,3 La Route Verte - 3. Etappe,47.315895000000005,7.695386,47.5378697,7.570987799999999,Binningen,316,0,26.4,No Snow
120900,Habsburger Weg 4. Etappe: Baden - Mellingen,2 - medium,Hiking,8.41,02:14,107,349,489.0,1,3,aargau,120900,Habsburger Weg 4. Etappe: Baden - Mellingen,47.471603,8.306005,47.3786,8.54,Zurich,432,0,20.5,No Snow
280170,Veloroute Limmattal,2 - medium,Cycling,46.27,03:22,327,348,554.0,2,4,aargau,280170,Veloroute Limmattal,47.350552,8.343384,47.3786,8.54,Zurich,432,0,15.2,No Snow
581892,Rundwanderung Seengen- Aargau,1 - easy,Hiking,15.0,03:44,380,481,715.0,1,3,aargau,581892,"Rundwanderung Seengen, Aargau",47.334663,8.204209,47.3786,8.54,Zurich,432,0,25.8,No Snow
205242,Walking Trail 1 Lenzburg,0 - no rating,Nordic Walking,10.68,02:28,207,398,537.0,0,0,aargau,205242,Walking Trail 1 Lenzburg,47.383492,8.176313,47.3786,8.54,Zurich,432,0,27.5,No Snow
133127,Waldlehrpfad Emauswald,1 - easy,Thematic route,3.91,01:00,46,380,400.0,0,2,aargau,133127,Waldlehrpfad Emauswald,47.34256,8.347625,47.3786,8.54,Zurich,432,0,15.1,No Snow
133125,Schönes Jonental,1 - easy,Hiking,4.91,01:30,110,397,470.0,1,2,aargau,133125,Schönes Jonental,47.296062,8.395478,47.3786,8.54,Zurich,432,0,14.3,No Snow
294701,Murimoosweg,0 - no rating,Thematic route,3.16,00:47,12,435,447.0,0,0,aargau,294701,Murimoosweg,47.293194,8.335,47.3786,8.54,Zurich,432,0,18.2,No Snow
563436,Remetschwil-Hägglingen leicht,1 - easy,E-MTB,23.78,-,366,353,558.0,2,3,aargau,563436,Remetschwil-Hägglingen leicht,47.408348,8.330803999999999,47.3786,8.54,Zurich,432,0,16.1,No Snow
120809,Auf den Spuren der Hugenotten,1 - easy,Thematic route,6.54,01:45,102,397,508.0,0,2,aargau,120809,Auf den Spuren der Hugenotten,47.378361,8.143979,47.3786,8.54,Zurich,432,0,29.9,No Snow
476486,Tüfels Keller und Kindermuseum Baden,2 - medium,Hiking,11.07,03:06,274,347,788.0,0,4,aargau,476486,Tüfels Keller und Kindermuseum Baden,47.398827000000004,8.303737,47.3786,8.54,Zurich,432,0,18.0,No Snow
130819,Industrieweg Aabach: Etappe Lenzburg - Wildegg,1 - easy,Thematic route,6.21,02:30,31,352,406.0,0,2,aargau,130819,Industrieweg Aabach: Etappe Lenzburg - Wildegg,47.391541,8.16929,47.3786,8.54,Zurich,432,0,28.0,No Snow
120810,Mit Perimuk zum Haselbrünneli,1 - easy,Thematic route,5.13,02:30,251,390,619.0,0,2,aargau,120810,Mit Perimuk zum Haselbrünneli,47.413559,8.083934,47.3786,8.54,Zurich,432,0,34.6,No Snow
120851,Zwischen Natur und Kultur im Freiamt,2 - medium,Cycling,36.93,02:15,248,360,493.0,2,3,aargau,120851,Zwischen Natur und Kultur im Freiamt,47.351498,8.340104,47.3786,8.54,Zurich,432,0,15.4,No Snow
613190,Kulturweg Limmat,1 - easy,Thematic route,8.82,02:36,39,350,388.0,0,2,aargau,613190,Kulturweg Limmat,47.475815000000004,8.30892,47.3786,8.54,Zurich,432,0,20.5,No Snow
120867,Mit der Familie im Freiamt,1 - easy,Cycling,21.62,02:00,167,368,466.0,2,2,aargau,120867,Mit der Familie im Freiamt,47.35215,8.340015,47.3786,8.54,Zurich,432,0,15.4,No Snow
559481,Rund un Fischbach-Göslikon,1 - easy,Hiking,6.58,01:42,70,356,426.0,0,2,aargau,559481,Rund un Fischbach-Göslikon,47.373894,8.304159,47.3786,8.54,Zurich,432,0,17.8,No Snow
120932,Aussichtsreiche Bergroute,2 - medium,Cycling,46.69,04:15,584,384,776.0,2,4,aargau,120932,Aussichtsreiche Bergroute,47.391464,8.050543,47.3786,8.54,Zurich,432,0,37.0,No Snow
120843,Nord-Süd-Route im Suhrental,2 - medium,Cycling,30.71,02:15,122,383,498.0,2,3,aargau,120843,Nord-Süd-Route im Suhrental,47.391253999999996,8.0517,47.3786,8.54,Zurich,432,0,36.9,No Snow
467833,Staffelegg - Ruine Schenkenberg - Thalheim,1 - easy,Hiking,7.2,02:01,156,446,755.0,2,2,aargau,467833,Staffelegg - Ruine Schenkenberg - Thalheim,47.435398,8.066972999999999,47.3786,8.54,Zurich,432,0,36.3,No Snow
671212,Eichberg,2 - medium,E-MTB,50.63,03:21,1083,370,712.0,4,6,aargau,671212,Eichberg,47.411792999999996,8.258977999999999,47.3786,8.54,Zurich,432,0,21.5,No Snow
133117,Birmenstorfer Naturlehrpfad,1 - easy,Thematic route,1.88,01:00,95,399,496.0,0,2,aargau,133117,Birmenstorfer Naturlehrpfad,47.463584999999995,8.249283,47.3786,8.54,Zurich,432,0,23.9,No Snow
559319,Altberg mit Singeltrail,1 - easy,Mountainbike,24.82,01:51,353,405,625.0,2,2,aargau,559319,Altberg mit Singeltrail,47.465365999999996,8.333725,47.3786,8.54,Zurich,432,0,18.3,No Snow
628639,Walking Trail 2 Lenzburg,0 - no rating,Nordic Walking,9.16,02:06,141,398,507.0,0,0,aargau,628639,Walking Trail 2 Lenzburg,47.383465,8.176299,47.3786,8.54,Zurich,432,0,27.5,No Snow
545906,Wettingen-Lägern Hochwacht,2 - medium,Mountainbike,22.41,01:57,487,409,851.0,3,4,aargau,545906,Wettingen-Lägern Hochwacht,47.465221,8.333657,47.3786,8.54,Zurich,432,0,18.3,No Snow
836001,Aargauer Tour,2 - medium,Mountainbike,56.69,03:45,1050,353,737.0,3,4,aargau,836001,Aargauer Tour,47.342579,8.347401,47.3786,8.54,Zurich,432,0,15.1,No Snow
757496,Rundkurs mit Start & Ende in Endingen,1 - easy,Hiking,12.41,02:52,275,400,621.0,1,4,aargau,757496,Rundkurs mit Start & Ende in Endingen,47.533012,8.29037,47.3786,8.54,Zurich,432,0,25.5,No Snow
464419,Geissberg Runde Jurapark CH,2 - medium,Mountainbike,17.81,01:34,395,381,700.0,3,3,aargau,464419,Geissberg Runde Jurapark CH,47.560299,8.155592,47.3786,8.54,Zurich,432,0,35.3,No Snow
507875,Winterwanderung,1 - easy,Hiking,14.07,02:52,216,390,506.0,1,3,aargau,507875,Winterwanderung,47.411606,8.230246000000001,47.3786,8.54,Zurich,432,0,23.7,No Snow
525576,Rotberg_Geissberg,2 - medium,Mountainbike,19.3,01:49,509,377,639.0,4,5,aargau,525576,Rotberg_Geissberg,47.560482,8.154786,47.3786,8.54,Zurich,432,0,35.4,No Snow
661138,Gemütliche Runde im unteren Achenberg,1 - easy,Hiking,3.87,01:16,118,352,462.0,3,3,aargau,661138,Gemütliche Runde im unteren Achenberg,47.584216999999995,8.291433999999999,47.3786,8.54,Zurich,432,0,29.6,No Snow
476483,Aargauer Kunsthaus und Wildpark Roggenhausen,1 - easy,Hiking,6.28,01:41,121,381,461.0,0,2,aargau,476483,Aargauer Kunsthaus und Wildpark Roggenhausen,47.391777000000005,8.051894,47.3786,8.54,Zurich,432,0,36.9,No Snow
86433,Rundwanderung 1 Von Villnachern am Schryberhof vorbei Richtung Bözberg. Auf dem Panoramaweg bis zur Grabensrasse. Auf der Grabenstrasse zum Kohlpla...,1 - easy,Hiking,7.9,01:41,64,360,519.0,3,3,aargau,86433,Rundwanderung 1 Von Villnachern am Schryberhof vorbei Richtung Bözberg. Auf dem Panoramaweg bis zur Grabensrasse. Auf der Grabenstrasse zum Kohlplatz. Vom Kohlplatz zum Waldhaus dann wieder nach Villnachern,47.469840999999995,8.161625,47.3786,8.54,Zurich,432,0,30.3,No Snow
402418,Rundweg zur Linner Linde,1 - easy,Hiking,4.3,-,56,509,581.0,1,2,aargau,402418,Rundweg zur Linner Linde,47.470729999999996,8.132538,47.3786,8.54,Zurich,432,0,32.4,No Snow
402610,Strecke für Junghunde- Hägglingen- Aargau,1 - easy,Hiking,2.3,00:37,8,477,484.0,1,1,aargau,402610,"Strecke für Junghunde, Hägglingen, Aargau",47.378983000000005,8.279587,47.3786,8.54,Zurich,432,0,19.7,No Snow
840423,Von der Linner Linde zur Burgruine Schenkenberg,1 - easy,Hiking,7.61,02:01,221,447,736.0,3,4,aargau,840423,Von der Linner Linde zur Burgruine Schenkenberg,47.470432,8.132667999999999,47.3786,8.54,Zurich,432,0,32.4,No Snow
253313,Jurahöhenweg 2. Etappe | Baden - Brugg,0 - no rating,Hiking,9.05,-,325,331,571.0,0,0,aargau,253313,Jurahöhenweg 2. Etappe,47.473351,8.305908,47.3786,8.54,Zurich,432,0,20.6,No Snow
253312,Jurahöhenweg 1. Etappe | Dielsdorf - Baden,0 - no rating,Hiking,0.0,-,694,357,860.0,0,0,aargau,253312,Jurahöhenweg 1. Etappe,47.481419,8.458772,47.3786,8.54,Zurich,432,0,13.0,No Snow
740261,Fahrradweg von Bad Zurzach bis Weihach und zurück,1 - easy,E-Bike,31.3,01:50,195,335,398.0,2,3,aargau,740261,Fahrradweg von Bad Zurzach bis Weihach und zurück,47.590736,8.288494,47.3786,8.54,Zurich,432,0,30.3,No Snow
435048,Aarewanderung Stilli Holderbank,1 - easy,Hiking,15.74,03:45,257,333,521.0,1,3,aargau,435048,Aarewanderung Stilli Holderbank,47.514679,8.232297,47.3786,8.54,Zurich,432,0,27.7,No Snow
868641,Vom Homberg zur Sennhütten und zurück,1 - easy,Hiking,6.25,01:28,108,584,648.0,2,2,aargau,868641,Vom Homberg zur Sennhütten und zurück,47.493973,8.138138,47.3786,8.54,Zurich,432,0,32.9,No Snow
898948,Uhu Tour,1 - easy,Hiking,13.54,02:51,193,353,472.0,1,3,aargau,898948,Uhu Tour,47.408566,8.218287,47.3786,8.54,Zurich,432,0,24.5,No Snow
253315,Jurahöhenweg 3. Etappe | Brugg - Staffelegg,0 - no rating,Hiking,15.7,-,870,344,767.0,0,0,aargau,253315,Jurahöhenweg 3. Etappe,47.480957000000004,8.208657,47.3786,8.54,Zurich,432,0,27.5,No Snow
129555,Mättenwilerkehr,1 - easy,Hiking,9.27,02:15,182,427,544.0,1,2,aargau,129555,Mättenwilerkehr,47.275753,7.901228,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,43.3,No Snow
129565,Mosersagi,2 - medium,Hiking,8.63,02:30,282,431,663.0,2,3,aargau,129565,Mosersagi,47.288146999999995,7.943241,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.2,No Snow
129552,Am Chilchberger Waldrand,1 - easy,Hiking,8.21,03:00,234,447,566.0,1,2,aargau,129552,Am Chilchberger Waldrand,47.260258,7.942589,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,42.1,No Snow
129609,Lindensteak,2 - medium,Hiking,11.43,02:30,307,431,637.0,2,3,aargau,129609,Lindensteak,47.324627,8.018360000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,50.5,No Snow
129612,Martinsgrabe,1 - easy,Hiking,6.45,01:30,211,431,595.0,1,2,aargau,129612,Martinsgrabe,47.288146999999995,7.943241,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.2,No Snow
129642,Aareblick,1 - easy,Hiking,9.41,02:30,57,397,428.0,2,2,aargau,129642,Aareblick,47.265507,7.831932000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,41.7,No Snow
129557,Stübisberg,1 - easy,Hiking,7.96,02:00,115,441,675.0,2,2,aargau,129557,Stübisberg,47.268707,8.021453,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,44.7,No Snow
129562,Fähre,1 - easy,Hiking,6.8,02:15,39,400,414.0,1,2,aargau,129562,Fähre,47.265507,7.831932000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,41.7,No Snow
129553,Hochwacht,2 - medium,Hiking,9.09,02:30,258,431,644.0,2,3,aargau,129553,Hochwacht,47.288146999999995,7.943241,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.2,No Snow
129644,Glashütten,1 - easy,Hiking,9.3,02:30,162,425,502.0,2,2,aargau,129644,Glashütten,47.288146999999995,7.943241,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.2,No Snow
129559,Wigger-Schlössli,2 - medium,Hiking,11.99,03:00,333,431,656.0,2,3,aargau,129559,Wigger-Schlössli,47.288146999999995,7.943241,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.2,No Snow
129608,St. Urban,2 - medium,Hiking,10.34,02:30,234,408,591.0,2,3,aargau,129608,St. Urban,47.265507,7.831932000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,41.7,No Snow
129564,Hagart,1 - easy,Hiking,6.83,02:00,225,431,650.0,1,2,aargau,129564,Hagart,47.288146999999995,7.943241,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.2,No Snow
129620,bikingZofingenregio_Lättentour,2 - medium,Mountainbike,36.46,03:00,805,436,747.0,3,4,aargau,129620,bikingZofingenregio_Lättentour,47.290421,7.94753,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.5,No Snow
129634,bikingZofingenregio_challengeTour,3 - difficult,Mountainbike,89.03,08:00,1716,391,702.0,4,6,aargau,129634,bikingZofingenregio_challengeTour,47.290421,7.94746,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.5,No Snow
543430,Seiten-Moränen-Tour Schöftland,2 - medium,Mountainbike,26.87,01:40,618,448,679.0,3,4,aargau,543430,Seiten-Moränen-Tour Schöftland,47.259727000000005,8.043612,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,44.4,No Snow
129616,Rottannhubel - Galgenberg,2 - medium,Hiking,11.95,04:00,231,431,648.0,1,3,aargau,129616,Rottannhubel - Galgenberg,47.288639,7.94262,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.2,No Snow
294082,Zofingen-Oftringen-Safenwil-Kölliken-Holziken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen,0 - no rating,Cycling,41.95,02:58,492,426,656.0,0,0,aargau,294082,Zofingen-Oftringen-Safenwil-Kölliken-Holziken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen,47.290295,7.947778,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.5,No Snow
