ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness,region
162934,Auf verschlungenen Wegen zum Niesenbänkli,2 - medium,Hiking,9.61,03:10,520,946,1172.0,3,2,berneroberland
744916,Gasterntal,2 - medium,Hiking,11.76,03:25,465,1170,1631.0,3,3,berneroberland
940745,Rothore (2275 m ü. M.),2 - medium,Ski tour,11.16,02:15,613,1271,2274.0,0,3,berneroberland
131935,Sherlock Holmes Weg,2 - medium,Thematic route,7.95,03:00,366,596,912.0,3,3,berneroberland
97940,Winterwanderweg Chrindi - Oberbärgli - Chrindi (Stockhorn),2 - medium,Winter hiking,2.76,01:10,200,1616,1787.0,2,3,berneroberland
162697,Wandern in einer lieblichen Landschaft bei Huttwil,1 - easy,Hiking,5.87,01:40,270,640,813.0,2,1,berneroberland
51297,Dampfromantik am Brienzer Rothorn,3 - difficult,Hiking,10.7,05:15,1778,567,2345.0,4,5,berneroberland
978213,Farnern - Bettlerküche - Hinteregg - Farnern,2 - medium,Hiking,9.04,02:55,432,804,1105.0,3,3,berneroberland
65312,Weltcuptrail Chuenisbärgli,1 - easy,Thematic route,1.76,01:20,10,1312,1727.0,2,1,berneroberland
522366,«City Run - der Klassiker» Bussalp – Weidli (Nr. 57),1 - easy,Sledge,5.38,00:30,0,1241,1801.0,2,2,berneroberland
49293,Viel Aussicht in den Buchsi- und Wynigenbergen,2 - medium,Hiking,16.16,04:40,606,464,716.0,2,4,berneroberland
110619,Rottalhütte- 2755 m,3 - difficult,Hiking,11.89,09:30,1957,911,2759.0,6,6,berneroberland
162905,Swissminiatur im Kandertal,2 - medium,Hiking,8.64,03:30,820,1596,2165.0,3,2,berneroberland
991005,Bort - Grindelwald Nr. 103,1 - easy,Hiking,6.14,01:45,4,1039,1561.0,2,2,berneroberland
172178,Panoramabike Tour - Habkern bis Thun,2 - medium,Mountainbike,41.41,03:40,874,556,1409.0,2,3,berneroberland
508320,In der Schlucht von Court die Ruhe geniessen,1 - easy,Hiking,6.96,01:50,90,525,675.0,2,2,berneroberland
1025098,Strandweg Spiez-Faulensee,1 - easy,Hiking,2.33,00:40,2,558,564.0,1,1,berneroberland
1040603,Schlosswanderung entlang dem Thunersee,1 - easy,Hiking,7.85,02:05,83,558,601.0,1,1,berneroberland
1002879,AlpnessTrail Etappe 6- Iffigenalp - Wildhornhütte,2 - medium,long-distance walking trail,8.86,03:45,1028,1586,2378.0,2,4,berneroberland
162926,Zur Gedenkstätte der Schweizer Schulkarte,1 - easy,Hiking,10.41,03:00,170,599,1007.0,2,2,berneroberland
509377,Gang doch e chli der aare naa,1 - easy,Hiking,7.04,01:50,50,482,520.0,1,2,berneroberland
49227,Wald-- Alp- und Wasserreichtum im Schallenberg-Gebiet,2 - medium,Hiking,14.46,04:45,832,823,1409.0,3,3,berneroberland
49279,Durch die eindrückliche Combe Grède,2 - medium,Hiking,13.05,04:50,936,741,1543.0,4,4,berneroberland
51616,Wervolle Baukunst und ein traditionsreicher Käse,1 - easy,Hiking,7.46,02:15,242,748,945.0,2,2,berneroberland
215754,Goldtoni - Alpenbogen A048 Trübsee-Meiringen,2 - medium,long-distance walking trail,34.2,10:44,1858,608,2650.0,3,3,berneroberland
131863,Lauterbrunnen - Mürren Rundtour,2 - medium,Mountainbike,26.65,03:00,109,796,1679.0,2,3,berneroberland
51394,Von der Ilfis an die Emme: Emmental pur,2 - medium,Hiking,11.74,03:45,500,669,1115.0,2,3,berneroberland
749188,Grütschalp - Winteregg - Mürren (1h30),1 - easy,Hiking,4.44,01:30,150,1490,1650.0,1,2,berneroberland
131625,Waldlehrpfad Arnensee (Rundwanderung),1 - easy,Thematic route,3.39,01:00,18,1543,1561.0,2,2,berneroberland
49119,Quer durch die Grabenlandschaft am Geissrüggen,2 - medium,Hiking,12.74,03:40,561,646,1030.0,2,3,berneroberland
383162,WEN-DW - Lauterbrunnen - Preech - Wengen,0 - no rating,Hiking,12.69,04:29,967,784,1684.0,0,0,berneroberland
131612,Gstaad - Oberbort - Turbach - Türli - Lauenen,3 - difficult,Hiking,17.82,05:45,939,1049,1988.0,3,6,berneroberland
50929,Über den Frienisberg,1 - easy,Hiking,11.1,03:00,280,448,796.0,2,2,berneroberland
238987,«Royal Walk» Männlichen - Männlichengipfel Nr. 47,1 - easy,Thematic route,1.99,00:42,125,2221,2342.0,2,1,berneroberland
50392,Bergerlebnis Bunderchrinde,3 - difficult,Hiking,15.73,06:30,1300,1174,2386.0,5,5,berneroberland
297003,Ortsrundgang Interlaken,1 - easy,Hiking,4.41,01:05,3,563,570.0,1,1,berneroberland
60656,Gipfeltour Cheibehorn,2 - medium,Snowshoe,5.05,03:00,400,1637,1952.0,3,4,berneroberland
525024,Durchs Jahr wandern - Goldene Weinreben am Bielersee,1 - easy,Hiking,10.44,03:00,250,430,495.0,1,2,berneroberland
131857,Sulwald Trail,1 - easy,Snowshoe,2.15,01:00,175,1514,1685.0,0,2,berneroberland
49254,Auf dem Bielersee-Uferweg,3 - difficult,Hiking,19.85,05:10,406,426,554.0,2,5,berneroberland
51088,Zum Berner «Naturschutz-Rütli»,1 - easy,Hiking,9.38,02:50,300,566,1134.0,2,2,berneroberland
210483,"""Pays d’Enhaut Nr. 593: Rougemont - Château-dOex - Rougemont""",2 - medium,Mountainbike,40.25,04:45,738,861,1146.0,3,2,berneroberland
50209,Zu Landsitzen und Schlössern,2 - medium,Hiking,9.95,03:10,500,555,746.0,2,3,berneroberland
52068,Eiger Trail - Grindelwald,2 - medium,Snowshoe,5.28,02:30,160,1329,1623.0,3,3,berneroberland
594406,Durch Wälder und Wiesen von Attiswil nach Wangen. a. A.,2 - medium,Hiking,12.29,03:25,238,417,574.0,0,4,berneroberland
58844,Simmentaler Hausweg (Terrassenweg),3 - difficult,Thematic route,20.21,06:00,1100,682,1059.0,3,5,berneroberland
131887,«Eiger Trail» Eigergletscher - Alpiglen Nr. 36,2 - medium,Hiking,6.14,02:05,78,1615,2346.0,2,3,berneroberland
131629,"""Via Alpina: Gstaad - LEtivaz""",3 - difficult,Hiking,15.89,06:00,1059,1041,1953.0,2,6,berneroberland
131957,Schonegg,3 - difficult,Snowshoe,11.59,08:30,1281,988,2219.0,0,6,berneroberland
150615,Winterwanderweg Bühlberg - Metsch,1 - easy,Winter hiking,1.95,00:40,10,1464,1658.0,2,1,berneroberland
290497,Dorfrunde - Nr1,1 - easy,Trailrunning,7.89,01:33,393,919,1144.0,1,2,berneroberland
870928,Via Alpina - Etappe 14 Kandersteg - Adelboden,1 - easy,Hiking,16.55,06:45,1400,1171,2382.0,1,2,berneroberland
823056,Schneeschuhtrail Springenboden,2 - medium,Snowshoe,5.63,03:00,332,1325,1657.0,3,3,berneroberland
50349,Licht und Ruhe auf der Wätterlatte,3 - difficult,Hiking,14.84,06:00,1280,953,1978.0,3,5,berneroberland
114338,Eiger-Ostegghütte Klettersteig - Grindelwald,3 - difficult,Via ferrata,3.84,03:30,732,1617,2316.0,0,0,berneroberland
314649,Waldspitz - Feld - Bussalp,1 - easy,Hiking,6.68,02:30,392,1796,2171.0,2,2,berneroberland
162913,Wandern im Gebiet vom Lauberhorn-Skirennen,1 - easy,Hiking,9.05,02:35,50,1276,2322.0,2,2,berneroberland
133938,Alp Botchen - Kulturlandschaftspreis 2014,2 - medium,Hiking,9.22,03:30,670,989,1516.0,2,4,berneroberland
972279,Oberlaubhore (1999 m ü. M.),2 - medium,Ski tour,8.58,02:10,729,1106,1999.0,0,4,berneroberland
131835,Gibelweg,2 - medium,Hiking,8.66,02:30,160,1480,2036.0,2,3,berneroberland
131772,Rundwanderung Sausläger (5h),2 - medium,Hiking,16.67,05:00,559,1482,1893.0,2,4,berneroberland
116842,Wirtliche Landschaften- wildromantischer Schwarzwassergraben,1 - easy,Thematic route,8.2,02:15,130,587,837.0,2,2,berneroberland
522368,Nachtschlittel-Highlight Bussalp (Nr. 57),2 - medium,Sledge,5.38,00:30,0,1241,1801.0,3,2,berneroberland
131733,Lauenen - Lauenensee - Lauenen,2 - medium,Winter hiking,8.54,02:30,211,1237,1409.0,3,4,berneroberland
114206,Zuoberst im Langetetal,0 - no rating,Hiking,8.79,02:45,290,738,1023.0,0,0,berneroberland
51012,Durch das Schwarzenburgerland,2 - medium,Hiking,13.43,04:15,700,648,1012.0,2,3,berneroberland
908572,Lenk - Eywald - Lenk,1 - easy,Winter hiking,4.38,01:00,18,1065,1082.0,0,2,berneroberland
162702,Gantrisch-Panoramaweg – Eine Wanderung mit Erfolgsgarantie,2 - medium,Hiking,16.03,04:50,530,869,1720.0,3,4,berneroberland
312287,Tanzbödeli Loop (6h30),3 - difficult,Hiking,16.53,06:38,1449,1119,2133.0,4,5,berneroberland
974671,Rundweg Leiterli-Loipe-Leiterli,2 - medium,Winter hiking,2.77,01:15,200,1850,2050.0,0,3,berneroberland
62375,Blumen- Kräuter und Alpkäse am Bäderhorn,2 - medium,Hiking,10.72,03:10,500,1511,1748.0,3,3,berneroberland
131699,Rinderberg - Hornberg - Horneggli,1 - easy,Hiking,5.79,02:00,77,1767,2077.0,2,2,berneroberland
691484,Lenk-Iffigfall-Langermatte-Rezliberg-Simmenfälle-Lenk,0 - no rating,Mountainbike,23.37,03:30,822,1063,1858.0,0,0,berneroberland
49291,Alt und Neu im Grenzraum Bern–Solothurn,1 - easy,Hiking,9.92,02:30,237,419,503.0,1,2,berneroberland
69999,Vom Chaltebrunnen-Hochmoor zur Rosenlaui,3 - difficult,Hiking,19.33,06:00,1142,1212,2112.0,4,5,berneroberland
709678,Ryharts-Allmenalp,2 - medium,Hiking,3.98,02:15,624,1184,1789.0,3,3,berneroberland
348117,Arnensee Rundwanderung,1 - easy,Hiking,3.4,01:00,19,1543,1561.0,2,1,berneroberland
50429,Rüwlispass – grüne Verbindung ins Saanenland,2 - medium,Hiking,14.2,04:50,850,989,1719.0,3,4,berneroberland
131806,Schwarzwaldalp Route 1,1 - easy,Snowshoe,4.52,01:45,256,1452,1706.0,0,2,berneroberland
509379,Grosses Moos - Wandern im Gemüsegarten,1 - easy,Hiking,9.88,02:20,10,433,445.0,1,2,berneroberland
157992,Winterwanderweg Tschentenalp - Schärmtanne (Adelboden),2 - medium,Winter hiking,3.96,01:30,10,1482,1947.0,3,2,berneroberland
524950,Die Winter Genuss Runde an der Sonnseite W1,2 - medium,Trailrunning,14.11,02:45,790,1543,2275.0,4,4,berneroberland
50179,Trütlisbergpass – Hochmoore und Blumenreichtum,2 - medium,Hiking,14.75,05:20,1100,1065,2037.0,4,4,berneroberland
1002814,AlpnessTrail Etappe 3- Färmel - Laubbärgli,2 - medium,long-distance walking trail,13.0,04:55,1059,1326,2085.0,2,4,berneroberland
84165,Einigen - der Weg,1 - easy,Thematic route,10.2,01:00,99,558,634.0,1,1,berneroberland
51530,Entlang des Ober Frittenbachgrabens,2 - medium,Hiking,10.15,03:45,697,675,1188.0,2,4,berneroberland
76615,Beatusweg - Beatenberg,1 - easy,Thematic route,3.39,01:20,103,1168,1303.0,2,2,berneroberland
553952,WEN-DW - Stechelberg - Schmadrihütte - Stechelberg,3 - difficult,Hiking,17.91,07:10,1396,907,2260.0,0,5,berneroberland
309494,Schwendibiel Runde Nr. 12,1 - easy,Trailrunning,14.92,03:04,766,1028,1646.0,2,2,berneroberland
374711,Grimselpass,2 - medium,Racing,38.59,02:48,1541,626,2164.0,2,4,berneroberland
718569,Fründenhütte,3 - difficult,Hiking,9.39,05:05,1389,1170,2559.0,0,6,berneroberland
51344,Rund ums Lauberhorn,2 - medium,Winter hiking,11.84,04:25,250,1275,2219.0,4,4,berneroberland
131180,Schynige Platte - Faulhorn - First,2 - medium,Hiking,16.19,06:00,825,1910,2680.0,2,3,berneroberland
50255,Vom Teuffenthal ins Eriz – idyllische Wanderung durch die Hügelwelt,2 - medium,Hiking,15.45,05:10,591,791,1411.0,3,4,berneroberland
593357,«Romantikweg» Männlichen - Alpiglen Nr. 35,2 - medium,Hiking,7.35,02:07,0,1616,2224.0,3,3,berneroberland
58603,Bergwanderung über den Hochstollen,3 - difficult,Hiking,8.61,03:40,730,1826,2445.0,5,4,berneroberland
62317,Alpiner Hochweg am Üschenegrat,3 - difficult,Hiking,12.38,04:50,958,1870,2454.0,5,4,berneroberland
219482,Cable cars to Jochpass and walk to Meiringen,2 - medium,Hiking,21.52,05:30,1,598,2207.0,2,4,berneroberland
278066,Winterwanderweg Eggli - Grund - Gstaad,2 - medium,Winter hiking,6.38,02:00,0,1042,1557.0,2,3,berneroberland
131936,Panoramaweg Hasliberg,2 - medium,Hiking,8.6,03:00,355,979,1263.0,2,3,berneroberland
49073,Winter-Rundwanderweg Lauenensee,2 - medium,Winter hiking,8.56,02:30,180,1237,1410.0,3,4,berneroberland
709680,Bunderspitz,2 - medium,Hiking,9.77,04:48,726,1232,2445.0,0,4,berneroberland
62318,Vom Ruedihus zur Doldenhornhütte SAC,2 - medium,Hiking,10.79,04:40,961,1172,1905.0,4,4,berneroberland
49060,Durchs Jahr Wandern - Panorama-Winterwanderweg Wispile (Fondue-Tour),2 - medium,Winter hiking,8.61,02:40,20,1175,1917.0,3,3,berneroberland
508339,Rund um Bern - rund um den Moossee,1 - easy,Hiking,6.47,01:40,90,521,571.0,1,2,berneroberland
48962,Im Bann der Blüemlisalp (Oeschinenrundweg),2 - medium,Hiking,10.65,04:10,809,1172,2035.0,4,4,berneroberland
1002979,AlpnessTrail Etappe 8- Lauenen - Gsteig,2 - medium,long-distance walking trail,13.12,04:40,726,1174,1950.0,3,4,berneroberland
49189,Längs der schönsten schiffbaren Flussstrecke der Schweiz,2 - medium,Hiking,14.52,03:30,136,421,457.0,1,3,berneroberland
67188,Mit dem Schiff auf den Chasseral,2 - medium,Hiking,15.39,04:15,60,433,1556.0,3,3,berneroberland
508324,Uferwegerlebnis Brienzersee,1 - easy,Hiking,7.26,02:00,140,564,620.0,2,2,berneroberland
536628,Kleine Scheidegg - Alpiglen «Eiger Run» (Nr. 64),2 - medium,Sledge,4.94,00:30,0,1615,2061.0,3,3,berneroberland
244083,Obwaldner Höhenweg: Etappe 4,3 - difficult,Hiking,23.71,08:32,1671,967,2225.0,3,6,berneroberland
1023805,Über den Schattenberg zur Bettlerküche,1 - easy,Hiking,6.09,02:45,107,1030,1137.0,2,2,berneroberland
917869,Rund um Bern - durch die Aareauen,1 - easy,Hiking,8.87,02:20,20,499,521.0,1,2,berneroberland
301337,Panorama-Bergwanderung Grimmiwasser,2 - medium,Thematic route,11.46,04:00,674,1222,1843.0,3,4,berneroberland
51348,Über Jurahöhen in ein stilles Tal,1 - easy,Hiking,8.0,02:25,420,598,921.0,2,2,berneroberland
109786,Wengen: NM:  Trümmelbachfälle,2 - medium,Hiking,3.23,00:50,25,799,824.0,2,3,berneroberland
508335,Von Hängebrücke zu Hängebrücke,1 - easy,Hiking,6.29,01:40,100,779,953.0,1,2,berneroberland
49199,Am Steilbord des Aarelaufs,1 - easy,Hiking,11.98,02:50,52,521,545.0,2,2,berneroberland
51343,Höhenwanderung von der Bussalp zum Bort,2 - medium,Winter hiking,7.2,02:25,90,1552,1801.0,3,3,berneroberland
658329,Durchs Jahr wandern - Türkenbund ob Grindelwald,2 - medium,Hiking,7.94,02:40,200,1560,2279.0,3,3,berneroberland
48959,Vom Brienzersee an die junge Emme,3 - difficult,Hiking,13.19,06:00,1420,577,1910.0,4,5,berneroberland
853410,Zweisimmen – Chumigalm (2125 M.ü.M),2 - medium,Ski tour,6.11,03:00,1192,931,2123.0,0,4,berneroberland
48851,Fernblicke auf dem Panoramaweg,2 - medium,Hiking,11.45,03:20,170,780,1834.0,3,4,berneroberland
315071,Winterwanderweg Springenboden,2 - medium,Winter hiking,6.93,02:30,230,1285,1499.0,2,3,berneroberland
49224,Das Viertausender-Erlebnis für jedermann,1 - easy,Hiking,4.56,01:30,209,2062,2221.0,2,2,berneroberland
49596,Winterwanderweg Adelboden/Oey - Unter dem Birg,1 - easy,Winter hiking,4.42,01:30,170,1232,1396.0,2,2,berneroberland
162906,Auf dem Panoramaweg Elsigenalp - Frutigen,2 - medium,Hiking,10.84,03:10,160,779,1803.0,3,3,berneroberland
859945,Lauenen – Walliser Wispile (1982 M.ü.M),2 - medium,Ski tour,4.54,02:05,743,1239,1982.0,3,3,berneroberland
1040660,Von Basel zum Mont Blanc  Etappe 8: Sonceboz–Chasseral,3 - difficult,Hiking,15.94,05:15,1020,652,1607.0,1,5,berneroberland
48769,Durch Auenwälder zu einem imposanten Schloss,1 - easy,Hiking,10.43,02:30,110,482,694.0,2,2,berneroberland
709668,Jegertosse-Fisialp,2 - medium,Hiking,12.26,05:50,988,1170,2157.0,4,4,berneroberland
49250,Dschungel-Landschaft an Saane und Aare,2 - medium,Hiking,16.77,04:20,388,446,543.0,2,4,berneroberland
48832,Vom Jaunpass nach Boltigen - Blumen- Kräuter und Alpkäse,2 - medium,Hiking,12.75,04:00,340,816,1700.0,3,3,berneroberland
984923,First - Bachalpsee - First Nr. 1,1 - easy,Hiking,5.85,01:50,202,2164,2280.0,2,2,berneroberland
48807,Panoramawanderung ins Saanenland,2 - medium,Hiking,6.32,02:00,200,1765,2056.0,3,3,berneroberland
185343,Gstaad - Wispile - Lauenensee (Nr. 24),2 - medium,Trailrunning,13.45,03:00,968,1047,1916.0,3,4,berneroberland
315062,Männlichen - Kleine Scheidegg | Panoramaweg,1 - easy,Hiking,4.43,01:16,0,2061,2222.0,1,2,berneroberland
131776,Mürren - Allmendhubel mit Flower Trail (1h),1 - easy,Hiking,2.13,01:00,260,1638,1910.0,1,2,berneroberland
289429,Winterwanderweg Justistal,2 - medium,Winter hiking,8.62,02:24,243,1124,1368.0,1,3,berneroberland
50353,Aus dem Zentrum des Oberaargaus ins Lueggebiet,3 - difficult,Hiking,20.92,05:45,820,482,859.0,2,5,berneroberland
49251,Von der Insel des Philosophen in malerische Kleinstädte,2 - medium,Hiking,11.17,02:45,115,425,441.0,1,3,berneroberland
978197,"SNOOC - Schlittenfahren ""Ritas Speedway"" Holenstein",1 - easy,Sledge,5.88,00:20,0,1617,2222.0,2,2,berneroberland
70048,Auf Wald- und Kirchwegen vom Stadtrand zum Frienisberger,1 - easy,Hiking,11.26,03:00,400,547,785.0,2,2,berneroberland
49169,Grimmialp-Rundweg,1 - easy,Winter hiking,3.83,01:30,100,1163,1236.0,2,1,berneroberland
940755,Wildhornhütte (2303 m ü. M.) via Iffighore,3 - difficult,Ski tour,12.55,03:59,1427,1207,2372.0,0,5,berneroberland
499467,Wildstrubel Umrundung 4-Tage,2 - medium,Hiking,77.0,-,5451,536,2854.0,3,4,berneroberland
315043,Schneeschuhtrail Wiriehorn,2 - medium,Snowshoe,3.3,02:00,308,1417,1725.0,3,3,berneroberland
50398,Passwanderung ins grüne Eriz,2 - medium,Hiking,10.28,03:30,590,1042,1569.0,3,3,berneroberland
529176,Die grosse Winter Faulhornrunde W4,3 - difficult,Trailrunning,27.37,06:00,1667,1039,2670.0,5,6,berneroberland
525059,Swiss Trail Tour Lenk- Strecke Sonntag- 2020,3 - difficult,Trailrunning,30.51,06:45,1976,1065,2653.0,4,5,berneroberland
387441,Am Lombach entlang nach Interlaken Ost,1 - easy,Hiking,5.36,01:22,58,559,614.0,1,2,berneroberland
70033,Vom Schattenhang zur alpinen Sonnenterrasse,2 - medium,Hiking,9.33,04:00,1000,893,1609.0,3,4,berneroberland
49952,Nods Trail - Nods,2 - medium,Snowshoe,6.19,02:40,310,929,1273.0,3,3,berneroberland
972266,Leiterli - Haslerbar,2 - medium,Winter hiking,1.85,00:45,0,1773,1946.0,0,3,berneroberland
6753,Weg der 3 Wasserfälle,2 - medium,Hiking,16.1,05:30,724,563,831.0,3,3,berneroberland
131855,Lauterbrunnen - Trachsellauenen,1 - easy,Cycling,19.46,02:30,432,781,1203.0,1,2,berneroberland
49117,Rund um Simon Gfellers Heimisbach,3 - difficult,Hiking,19.71,06:00,718,623,1188.0,3,5,berneroberland
131926,Grosse Scheidegg Loop,3 - difficult,Cycling,74.09,06:00,1792,564,1962.0,3,5,berneroberland
49164,Auf Du und Du mit den Eis- und Felsriesen,1 - easy,Winter hiking,4.41,01:40,320,1493,1681.0,1,2,berneroberland
49228,Holzbrücken am Emmeuferweg,1 - easy,Hiking,11.49,02:50,179,645,744.0,2,2,berneroberland
991003,Grindelwald - Gletscherschlucht - Grindelwald Nr. 100,1 - easy,Hiking,4.77,01:20,132,951,1044.0,1,2,berneroberland
1013217,Emmentaler Käseroute - 2-Tagestour,2 - medium,Cycling,78.0,06:25,1381,532,1017.0,1,3,berneroberland
49038,Bern-Ost: Vom Schlosspark zur Alpensicht,1 - easy,Hiking,7.63,02:00,210,736,888.0,2,2,berneroberland
573706,Die 3-Stein-Wanderung im Oberaargau,1 - easy,Hiking,6.93,01:55,140,456,553.0,2,2,berneroberland
154457,Wanderung zu Schlachtdenkmälern,1 - easy,Hiking,10.52,03:00,170,488,649.0,1,2,berneroberland
131865,Northface-Trail (2h30),2 - medium,Hiking,6.51,02:30,390,1630,1960.0,2,3,berneroberland
131155,Männlichen - Männlichengipfel - Männlichen | Royal Walk,1 - easy,Thematic route,1.43,01:00,111,2230,2341.0,2,2,berneroberland
509376,Das Schüpbach-Wägli - Ein Geheimtip,1 - easy,Hiking,7.52,02:15,300,698,943.0,2,2,berneroberland
508323,Preisgekrönter Wanderweg,2 - medium,Hiking,5.47,01:45,40,1156,1951.0,3,3,berneroberland
744927,Lötschberg-Panoramaweg,3 - difficult,Hiking,19.21,07:00,689,923,1563.0,5,5,berneroberland
50351,Auf dem Panoramaweg Kiental–Thunersee,2 - medium,Hiking,12.06,03:45,640,953,1241.0,2,3,berneroberland
101588,Über den Chapf - Emmental pur,1 - easy,Hiking,10.03,03:10,400,726,1095.0,2,2,berneroberland
162907,Panoramaweg Aeschiried - Därligen,2 - medium,Hiking,9.12,02:40,230,559,1067.0,3,2,berneroberland
1002739,Kambly Erlebnis Tour #777,2 - medium,Cycling,28.63,02:20,739,673,1145.0,1,3,berneroberland
92578,Schwarzhorn Klettersteig - Grindelwald,2 - medium,Via ferrata,4.32,05:00,850,2078,2928.0,0,0,berneroberland
49230,Panoramawanderung an der Südflanke des Frienisbergers,2 - medium,Hiking,15.95,04:10,446,555,828.0,2,4,berneroberland
51009,Aussichtsreiche Hügel und stille Wälder,2 - medium,Hiking,13.76,04:20,640,739,1120.0,2,4,berneroberland
131470,Schreckfeld - Bort,1 - easy,Hiking,2.29,00:44,0,1564,1950.0,1,2,berneroberland
978202,SNOOC - Schlittelweg Betelberg Pöschenried (Lenk),1 - easy,Sledge,6.01,00:18,0,1270,1929.0,2,2,berneroberland
50185,Über den Heitiberg zum Stockhorn,3 - difficult,Hiking,13.6,06:00,1800,614,2138.0,4,5,berneroberland
131617,Wildweg Sparenmoos (Rundwanderung),1 - easy,Thematic route,1.95,00:45,66,1693,1757.0,2,2,berneroberland
48809,In der Bergwelt des Diablerets-Massivs,3 - difficult,Hiking,9.71,04:45,1400,1181,2515.0,5,5,berneroberland
49294,Unterwegs im Napfbergland,3 - difficult,Hiking,18.55,06:00,744,751,1394.0,3,5,berneroberland
315064,Zweilütschinen - Lauterbrunnen,1 - easy,Hiking,4.38,01:10,146,652,797.0,1,2,berneroberland
123946,Grutschalp to Muerren via the Mountain View Trail,2 - medium,Hiking,6.48,03:30,450,1489,1899.0,0,3,berneroberland
508355,Auf den Spuren von Emmentaler Dichtern,1 - easy,Hiking,9.17,02:20,140,582,838.0,1,2,berneroberland
526926,Bort - Mühlebach (Nr. 59),1 - easy,Winter hiking,2.53,01:00,0,1161,1561.0,1,2,berneroberland
49334,Durch das Naturparadies längs der Emme,3 - difficult,Hiking,19.34,04:50,249,532,656.0,2,5,berneroberland
131780,Grauseeli Loop (7h30),2 - medium,Hiking,11.06,07:30,967,1636,2599.0,2,4,berneroberland
304811,Beobachtungsweg Lägerstutz-Winterröscht-Färrich-Lägerstutz,1 - easy,Hiking,5.14,02:00,229,1558,1759.0,2,2,berneroberland
93346,Sulwald Trail - Isenfluh,1 - easy,Snowshoe,2.11,01:30,170,1510,1670.0,2,2,berneroberland
508319,Zu den Osterglocken auf der Montagne du Droit,1 - easy,Hiking,6.79,02:10,270,676,1111.0,2,2,berneroberland
110723,Hohtürli – Blümlisalphütte,2 - medium,Hiking,15.58,07:45,1682,1173,2838.0,4,4,berneroberland
50428,Grimmifurggi – mit der Natur «auf du und du»,2 - medium,Hiking,15.39,05:45,1100,994,2024.0,4,4,berneroberland
733676,Pflanzenweg Stierebärgli,1 - easy,Thematic route,5.12,01:27,141,1814,1939.0,0,2,berneroberland
131953,Schrybershörnli,3 - difficult,Snowshoe,5.86,07:30,1076,1442,2517.0,0,5,berneroberland
940750,Iffighore (2378 m ü. M.),2 - medium,Ski tour,9.82,02:17,825,1207,2376.0,0,3,berneroberland
405259,Von Interlaken über den Rugen nach Wilderswil,1 - easy,Hiking,3.21,00:49,53,563,615.0,1,1,berneroberland
59952,Über lichte Alpweiden zum verträumten Arnesee,3 - difficult,Hiking,15.65,05:15,900,1131,1848.0,3,5,berneroberland
641941,WEN-WIW - Mürren,0 - no rating,Winter hiking,6.27,01:44,167,1492,1657.0,0,0,berneroberland
50211,Zu uralten Kirchen am Thunersee,1 - easy,Hiking,11.12,03:00,270,557,666.0,2,2,berneroberland
131464,First - Klettersteig Schwarzhorn - First,2 - medium,Via ferrata,8.28,06:00,937,2079,2929.0,0,3,berneroberland
552481,WEW-DW - Burglauenen - Spätenalp - Wengen,0 - no rating,Hiking,8.41,03:14,739,894,1575.0,0,0,berneroberland
70036,Gräben und Höhen am Weg nach Schwarzenburg,2 - medium,Hiking,14.83,04:20,655,587,863.0,2,3,berneroberland
51963,Auf dem Ochsen-Rundweg über Morgetegrat und Grenchegalm,3 - difficult,Hiking,14.96,05:30,1210,1389,1949.0,4,5,berneroberland
49184,Einzelhöfe und Blumenzier am Wanderweg,2 - medium,Hiking,10.41,03:00,470,577,921.0,2,3,berneroberland
10196,Von der Schynige Platte zur First,3 - difficult,Hiking,15.91,06:00,889,1915,2641.0,0,5,berneroberland
48801,Viel Emmental in kurzer Zeit,2 - medium,Hiking,9.4,03:00,420,669,1074.0,2,3,berneroberland
131895,Alpine Bike- Etappe 12: Grindelwald - Interlaken,2 - medium,Mountainbike,38.46,04:00,1183,567,2061.0,2,3,berneroberland
156784,Drei-Seen-Weg: Perrefitte - Bellelay,2 - medium,Pilgrimage,15.68,04:51,717,583,970.0,0,3,berneroberland
314647,Wengen - Wengernalp - Kleine Scheidegg,2 - medium,Hiking,6.74,02:45,785,1276,2062.0,2,3,berneroberland
97580,Schlittelweg Mägisalp - Bidmi (Hasliberg),2 - medium,Sledge,3.29,00:30,1,1421,1708.0,3,2,berneroberland
123934,Grindelwald - Grosse Scheidegg,2 - medium,Hiking,8.5,03:30,950,1043,1967.0,0,4,berneroberland
50350,Auf dem Lötschberg-Panoramaweg,3 - difficult,Hiking,17.33,05:30,420,1093,1564.0,3,5,berneroberland
70039,«Zum Vreneli ab em Guggisbärg»,2 - medium,Hiking,7.58,02:40,527,793,1251.0,3,3,berneroberland
123944,Muerren to Lauterbrunnen,1 - easy,Hiking,5.77,02:40,0,803,1653.0,2,2,berneroberland
943059,Schönried - Rellerli - Hugeli - Grossi Vorschess - Schönried,3 - difficult,Winter hiking,9.95,03:40,657,1241,1897.0,4,5,berneroberland
864934,GFW 42 - Dolomiten im Oberhasli,2 - medium,Hiking,7.82,04:00,360,1728,2117.0,0,4,berneroberland
508341,Talwanderung Fankhaus – Trub,1 - easy,Hiking,4.45,01:15,90,797,890.0,1,1,berneroberland
49115,Über die Lüderenalp auf den Napf,2 - medium,Hiking,11.82,04:10,865,1135,1394.0,3,3,berneroberland
